Date,Type,Treatment,Replicate,Replicate_color,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_(mmol/kgSW),TCO2_(mmol/kgSW),pH,pH_out_TA_DIC,fCO2_out_(matm)_TA_DIC,pCO2_out_(matm)_TA_DIC,HCO3_out_(mmol/kgSW)_TA_DIC,CO3_out_(mmol/kgSW)_TA_DIC,CO2_out_(mmol/kgSW)_TA_DIC,B_Alk_out_(mmol/kgSW)_TA_DIC,OH_out_(mmol/kgSW)_TA_DIC,P_Alk_out_(mmol/kgSW)_TA_DIC,Si_Alk_out_(mmol/kgSW)_TA_DIC,Revelle_out_TA_DIC,WCa_out_TA_DIC,WAr_out_TA_DIC,xCO2_out_(dry_at_1_atm)_(ppm)_TA_DIC,_,pH_out_TA_pH,fCO2_out_(matm)_TA_pH,pCO2_out_(matm)_TA_pH,HCO3_out_(mmol/kgSW)_TA_pH,CO3_out_(mmol/kgSW)_TA_pH,CO2_out_(mmol/kgSW)_TA_pH,B_Alk_out_(mmol/kgSW)_TA_pH,OH_out_(mmol/kgSW)_TA_pH,P_Alk_out_(mmol/kgSW)_TA_pH,Si_Alk_out_(mmol/kgSW)_TA_pH,Revelle_out_TA_pH,WCa_out_TA_pH,WAr_out_TA_pH,xCO2_out_(dry_at_1_atm)_(ppm)_TA_pH,_,pH_out_DIC_pH,fCO2_out_(matm)_DIC_pH,pCO2_out_(matm)_DIC_pH,HCO3_out_(mmol/kgSW)_DIC_pH,CO3_out_(mmol/kgSW)_DIC_pH,CO2_out_(mmol/kgSW)_DIC_pH,B_Alk_out_(mmol/kgSW)_DIC_pH,OH_out_(mmol/kgSW)_DIC_pH,P_Alk_out_(mmol/kgSW)_DIC_pH,Si_Alk_out_(mmol/kgSW)_DIC_pH,Revelle_out_DIC_pH,WCa_out_DIC_pH,WAr_out_DIC_pH,xCO2_out_(dry_at_1_atm)_(ppm)_DIC_pH
2/14/2023,Adults,8,A,,14.1,26.96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,8,B,,14.5,27.11,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,8,C,,14.1,27.27,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,8,D,,14.6,27.26,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,8,E,,15.9,27.37,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,8,F,,15.9,27.23,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,8,G,,15.9,27.28,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,A,,15.1,27.18,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,B,,15,27.14,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,C,,15,27.16,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,D,,14.3,27.18,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,E,,16.3,27.31,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,F,,16.2,27.36,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2023,Adults,7,G,,16.2,27.3,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,A,,15.8,27.15,9.39,22.92,1957.81,,7.9025,,,,,,,,,,,,,,,,8.009,391.9,393.3,1683,110.3,15,51.9,2.3,0,0,13.032,2.76,1.74,400.2,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,B,,15.8,26.99,9.56,22.95,1956.71,,7.9065,,,,,,,,,,,,,,,,8.014,387.7,389.1,1680.8,110.8,14.8,51.9,2.3,0,0,13.008,2.78,1.75,396,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,C,,15.9,27.08,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,D,,15.8,27.15,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,E,,16.1,27.12,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,F,,16.2,27.2,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7.5,G,,16,27.18,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,8,A,,15.7,27.13,9.35,22.97,1959.54,,8.0002,,,,,,,,,,,,,,,,8.111,299.3,300.4,1625.7,134.1,11.5,62.8,2.9,0,0,11.594,3.36,2.11,305.7,,,,,,,,,,,,,,,
2/15/2023,Adults,8,B,,15.6,27.13,9.66,23.11,1956.8,,7.979,,,,,,,,,,,,,,,,8.093,313.6,314.7,1635.6,128.9,12.1,60.6,2.8,0,0,11.859,3.23,2.03,320.2,,,,,,,,,,,,,,,
2/15/2023,Adults,8,C,,15.5,27.13,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,8,D,,15.6,27.13,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,8,E,,15.8,27.24,8.75,22.98,1952.12,,7.9831,,,,,,,,,,,,,,,,8.092,313.2,314.3,1629.1,129.5,12,61.1,2.8,0,0,11.788,3.24,2.04,319.9,,,,,,,,,,,,,,,
2/15/2023,Adults,8,F,,15.6,27.15,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,8,G,,15.7,27.18,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7,A,,15.7,26.27,9.33,22.97,1947.25,,7.739,,,,,,,,,,,,,,,,7.844,602.2,604.3,1757.2,76.5,23.2,35.5,1.5,0,0,15.95,1.93,1.21,615,,,,,,,,,,,,,,,
2/15/2023,Adults,7,B,,15.7,27.13,9.43,23,1962.91,,7.717,,,,,,,,,,,,,,,,7.822,636.2,638.5,1775.5,75.2,24.4,35.5,1.5,0,0,16.035,1.88,1.19,649.8,,,,,,,,,,,,,,,
2/15/2023,Adults,7,C,,15.7,27.1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7,D,,15.7,27.04,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7,E,,15.7,27.18,9.25,23.05,1947.32,,7.7673,,,,,,,,,,,,,,,,7.874,552.1,554.1,1739.4,83.3,21.2,39.6,1.7,0,0,15.164,2.09,1.31,563.9,,,,,,,,,,,,,,,
2/15/2023,Adults,7,F,,15.6,26.92,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2023,Adults,7,G,,15.6,27.17,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,A,,16.1,26.94,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,B,,16.1,26.97,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,C,,16.1,26.92,9.8,22.91,1957.04,,7.9337,,,,,,,,,,,,,,,,8.036,365.9,367.2,1666.4,116.8,13.9,54.4,2.5,0,0,12.613,2.93,1.85,373.9,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,D,,16.1,27.05,9.82,22.86,1966.24,,7.9345,,,,,,,,,,,,,,,,8.036,367,368.3,1673.4,117.8,13.9,54.8,2.5,0,0,12.591,2.95,1.86,375,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,E,,16.2,27.01,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,F,,16.2,27,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7.5,G,,16.1,27.03,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,8,A,,16,27.01,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,8,B,,16,27.08,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,8,C,,15.9,27.13,9.67,22.53,1955.15,,8.0131,,,,,,,,,,,,,,,,8.114,296,297.1,1617.8,135.5,11.3,63.5,3,0,0,11.498,3.4,2.14,302.4,,,,,,,,,,,,,,,
2/16/2023,Adults,8,D,,15.9,27.14,9.74,22.47,1954.76,,7.9998,,,,,,,,,,,,,,,,8.1,307.6,308.7,1626.5,131.8,11.7,61.8,2.9,0,0,11.69,3.3,2.08,314.3,,,,,,,,,,,,,,,
2/16/2023,Adults,8,E,,16.1,27.03,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,8,F,,16.1,27.03,9.41,22.75,1959.19,,7.9794,,,,,,,,,,,,,,,,8.08,325.4,326.6,1641.4,127.7,12.3,59.6,2.8,0,0,11.95,3.2,2.02,332.5,,,,,,,,,,,,,,,
2/16/2023,Adults,8,G,,16.1,27.02,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7,A,,16.1,27.02,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7,B,,16,27.26,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7,C,,16,26.88,9.38,22.61,1949.41,,7.7732,,,,,,,,,,,,,,,,7.869,561.9,563.9,1743.1,82.8,21.4,38.9,1.7,0,0,15.259,2.08,1.31,574,,,,,,,,,,,,,,,
2/16/2023,Adults,7,D,,15.9,26.97,9.62,22.59,1969.29,,7.7797,,,,,,,,,,,,,,,,7.877,555.7,557.7,1758,84.9,21.2,39.7,1.7,0,0,15.171,2.13,1.34,567.7,,,,,,,,,,,,,,,
2/16/2023,Adults,7,E,,16.2,27.03,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2023,Adults,7,F,,16.2,27.01,9.49,22.71,1948.94,,7.7964,,,,,,,,,,,,,,,,7.892,530.2,532.1,1730.8,87.5,20,41.2,1.8,0,0,14.803,2.2,1.38,541.8,,,,,,,,,,,,,,,
2/16/2023,Adults,7,G,,16.2,27.02,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,A,,16.1,27.09,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,B,,16.2,27.11,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,C,,16.1,27.06,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,D,,16.1,27.1,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,E,,16.4,27.05,8.9,22.63,1938.57,,7.8279,,,,,,,,,,,,,,,,7.92,490.7,492.5,1706.9,92.9,18.4,43.9,2,0,0,14.267,2.33,1.47,501.6,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,F,,16.4,26.34,9.08,22.55,1956.81,,7.8704,,,,,,,,,,,,,,,,7.962,447.9,449.5,1707.8,100.4,16.9,46,2.2,0,0,13.855,2.53,1.59,457.8,,,,,,,,,,,,,,,
2/17/2023,Adults,7.5,G,,16.4,27.05,8.86,22.54,1940.58,,7.8225,,,,,,,,,,,,,,,,7.913,500,501.8,1711.9,91.7,18.8,43.3,2,0,0,14.38,2.3,1.45,511,,,,,,,,,,,,,,,
2/17/2023,Adults,8,A,,16.1,27.1,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,8,B,,16.1,27.08,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,8,C,,16.1,27.01,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,8,D,,16.1,27.12,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,8,E,,16.2,27.06,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,8,F,,16.2,27.07,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,8,G,,16.3,27.03,9.03,22.59,1949.06,,7.968,,,,,,,,,,,,,,,,8.063,338.8,340,1640.9,123.7,12.8,57.9,2.7,0,0,12.127,3.11,1.96,346.3,,,,,,,,,,,,,,,
2/17/2023,Adults,7,A,,16.2,27.1,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7,B,,16.2,27.1,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7,C,,16.2,26.96,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7,D,,16.2,27.04,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7,E,,16.2,27.08,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7,F,,16.1,27.1,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023,Adults,7,G,,16.2,27.11,9.06,22.79,1954.59,,7.7104,,,,,,,,,,,,,,,,7.805,662.7,665.1,1771.4,73.5,25,34.7,1.5,0,0,16.145,1.84,1.16,677.2,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,A,,15.9,26.22,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,B,,15.9,26.23,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,C,,15.9,26.16,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,D,,15.9,26.22,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,E,,16,26,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,F,,16,26.01,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7.5,G,,16.1,26.03,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,A,,15.9,26.25,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,B,,15.9,26.2,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,C,,15.9,26.2,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,D,,15.9,26.24,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,E,,16,26.06,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,F,,16,26.07,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,8,G,,16.1,26.05,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,A,,15.9,26.2,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,B,,15.9,26.27,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,C,,16,26.21,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,D,,15.9,26.22,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,E,,16.1,26.07,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,F,,16.1,26,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,Adults,7,G,,16.3,26,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,A,,15.9,26.82,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,B,,15.8,26.88,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,C,,15.8,26.9,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,D,,15.8,26.71,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,E,,16.3,26.89,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,F,,16.2,26.96,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7.5,G,,16.3,26.94,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,A,,15.8,26.95,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,B,,15.8,26.91,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,C,,15.8,26.56,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,D,,15.9,26.55,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,E,,16,26.91,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,F,,15.9,26.81,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,8,G,,16,26.91,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,A,,15.9,26.82,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,B,,15.8,26.85,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,C,,15.9,26.86,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,D,,15.8,26.88,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,E,,15.9,26.95,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,F,,15.9,26.95,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2023,Adults,7,G,,15.9,26.9,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,A,,16.1,26.71,9.14,22.99,1924.08,,7.854,,,,,,,,,,,,,,,,7.956,444.5,446.1,1681,97.5,16.9,46.1,2.1,0,0,13.85,2.45,1.54,454.2,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,B,,16,26.61,9.81,22.41,1919.61,,7.8652,,,,,,,,,,,,,,,,7.96,439,440.6,1676.4,97.5,16.7,46.1,2.1,0,0,13.833,2.45,1.54,448.5,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,C,,16.1,26.67,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,D,,16.1,26.68,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,E,,16.2,26.65,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,F,,16.2,26.64,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7.5,G,,16.2,26.61,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,8,A,,16.1,26.61,9.39,22.41,1923.02,,7.9521,,,,,,,,,,,,,,,,8.047,350.3,351.5,1632.8,116.5,13.3,54.7,2.6,0,0,12.479,2.93,1.84,357.9,,,,,,,,,,,,,,,
2/21/2023,Adults,8,B,,16,26.73,9.37,22.87,1919.83,,7.9487,,,,,,,,,,,,,,,,8.052,344.5,345.7,1627.1,117.3,13.1,55.5,2.6,0,0,12.391,2.95,1.85,351.9,,,,,,,,,,,,,,,
2/21/2023,Adults,8,C,,16,26.65,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,8,D,,16.1,26.68,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,8,E,,16.2,26.61,9.56,26.61,1950.47,,7.9495,,,,,,,,,,,,,,,,8.107,303.3,304.3,1620.1,133,11.5,61.4,3,0,0,11.656,3.35,2.1,309.9,,,,,,,,,,,,,,,
2/21/2023,Adults,8,F,,16.1,26.65,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,8,G,,16.2,26.72,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7,A,,16.1,26.4,9.17,22.65,1926.93,,7.685,,,,,,,,,,,,,,,,7.778,703.6,706.1,1759.9,67.1,26.7,31.5,1.4,0,0,16.749,1.69,1.06,718.9,,,,,,,,,,,,,,,
2/21/2023,Adults,7,B,,16.1,26.67,9.63,22.53,1939.64,,7.7055,,,,,,,,,,,,,,,,7.797,672.7,675.1,1763.3,70.8,25.5,33.3,1.4,0,0,16.4,1.78,1.12,687.3,,,,,,,,,,,,,,,
2/21/2023,Adults,7,C,,16.1,26.63,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7,D,,16.1,26.24,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7,E,,16.1,26.63,9.22,26.63,1932.21,,7.6477,,,,,,,,,,,,,,,,7.796,672.4,674.8,1757.1,70.3,25.5,33.1,1.4,0,0,16.416,1.77,1.11,687,,,,,,,,,,,,,,,
2/21/2023,Adults,7,F,,16.2,26.61,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2023,Adults,7,G,,16.2,26.65,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,A,,16,26.71,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,B,,16,26.65,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,C,,16,26.78,10.04,22.72,1937.9,,7.8568,,,,,,,,,,,,,,,,7.956,446.9,448.5,1693.5,98.1,17,46.1,2.1,0,0,13.876,2.46,1.55,456.6,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,D,,16,26.56,9.9,22.77,1936.72,,7.8423,,,,,,,,,,,,,,,,7.942,464.4,466.1,1700.8,94.8,17.7,44.4,2,0,0,14.168,2.38,1.5,474.4,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,E,,16,26.73,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,F,,16.1,26.7,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,7.5,G,,16,26.71,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,8,A,,16,26.72,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,8,B,,16,26.68,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2023,Adults,8,C,,16,26.69,9.87,22.74,1937.24,,7.9236,,,,,,,,,,,,,,,,8.025,374.1,375.4,1658.1,112.1,14.2,52.5,2.4,0,0,12.841,2.82,1.77,382.2,,,,,,,,,,,,,,,
