Date,Age_DPF,Treatment,pH,Replicate,Length_mm,Length_um,Life_stage,Notes
20210801,6,Moderate OA,7.5,B,0.097,97,larvae,
20210801,6,Moderate OA,7.5,C,0.105,105,larvae,
20210801,6,Moderate OA,7.5,C,0.138,138,larvae,
20210801,6,Moderate OA,7.5,C,0.132,132,larvae,
20210801,6,Moderate OA,7.5,C,0.099,99,larvae,
20210801,6,Moderate OA,7.5,C,0.141,141,larvae,
20210801,6,Moderate OA,7.5,C,0.149,149,larvae,
20210801,6,Moderate OA,7.5,C,0.098,98,larvae,
20210801,6,Moderate OA,7.5,C,0.123,123,larvae,
20210801,6,Moderate OA,7.5,C,0.122,122,larvae,
20210801,6,Moderate OA,7.5,C,0.096,96,larvae,
20210801,6,Moderate OA,7.5,C,0.092,92,larvae,
20210801,6,Moderate OA,7.5,C,0.133,133,larvae,
20210801,6,Moderate OA,7.5,C,0.097,97,larvae,
20210801,6,Moderate OA,7.5,C,0.107,107,larvae,
20210801,6,Moderate OA,7.5,C,0.136,136,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.1,100,larvae,
20210801,6,Moderate OA,7.5,C,0.128,128,larvae,
20210801,6,Moderate OA,7.5,C,0.113,113,larvae,
20210801,6,Moderate OA,7.5,C,0.114,114,larvae,
20210801,6,Moderate OA,7.5,C,0.123,123,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.124,124,larvae,
20210801,6,Moderate OA,7.5,C,0.103,103,larvae,
20210801,6,Moderate OA,7.5,C,0.131,131,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.108,108,larvae,
20210801,6,Moderate OA,7.5,C,0.122,122,larvae,
20210801,6,Moderate OA,7.5,C,0.115,115,larvae,
20210801,6,Moderate OA,7.5,C,0.115,115,larvae,
20210801,6,Moderate OA,7.5,C,0.096,96,larvae,
20210801,6,Moderate OA,7.5,C,0.096,96,larvae,
20210801,6,Moderate OA,7.5,C,0.108,108,larvae,
20210801,6,Moderate OA,7.5,C,0.119,119,larvae,
20210801,6,Moderate OA,7.5,C,0.117,117,larvae,
20210801,6,Moderate OA,7.5,C,0.136,136,larvae,
20210801,6,Moderate OA,7.5,C,0.119,119,larvae,
20210801,6,Moderate OA,7.5,C,0.095,95,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.085,85,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.121,121,larvae,
20210801,6,Moderate OA,7.5,C,0.099,99,larvae,
20210801,6,Moderate OA,7.5,C,0.112,112,larvae,
20210801,6,Moderate OA,7.5,C,0.092,92,larvae,
20210801,6,Moderate OA,7.5,C,0.144,144,larvae,
20210801,6,Moderate OA,7.5,C,0.102,102,larvae,
20210801,6,Moderate OA,7.5,C,0.102,102,larvae,
20210801,6,Moderate OA,7.5,C,0.086,86,larvae,
20210801,6,Moderate OA,7.5,C,0.131,131,larvae,
20210801,6,Moderate OA,7.5,C,0.107,107,larvae,
20210801,6,Moderate OA,7.5,C,0.127,127,larvae,
20210801,6,Moderate OA,7.5,C,0.111,111,larvae,
20210801,6,Moderate OA,7.5,C,0.136,136,larvae,
20210801,6,Moderate OA,7.5,C,0.133,133,larvae,
20210801,6,Moderate OA,7.5,C,0.152,152,larvae,
20210801,6,Moderate OA,7.5,C,0.121,121,larvae,
20210801,6,Moderate OA,7.5,C,0.096,96,larvae,
20210801,6,Moderate OA,7.5,C,0.127,127,larvae,
20210801,6,Moderate OA,7.5,C,0.121,121,larvae,
20210801,6,Moderate OA,7.5,C,0.117,117,larvae,
20210801,6,Moderate OA,7.5,C,0.098,98,larvae,
20210801,6,Moderate OA,7.5,C,0.108,108,larvae,
20210801,6,Moderate OA,7.5,C,0.132,132,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.103,103,larvae,
20210801,6,Moderate OA,7.5,C,0.103,103,larvae,
20210801,6,Moderate OA,7.5,C,0.145,145,larvae,
20210801,6,Moderate OA,7.5,C,0.135,135,larvae,
20210801,6,Moderate OA,7.5,C,0.105,105,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.1,100,larvae,
20210801,6,Moderate OA,7.5,C,0.114,114,larvae,
20210801,6,Moderate OA,7.5,C,0.107,107,larvae,
20210801,6,Moderate OA,7.5,C,0.111,111,larvae,
20210801,6,Moderate OA,7.5,C,0.123,123,larvae,
20210801,6,Moderate OA,7.5,C,0.123,123,larvae,
20210801,6,Moderate OA,7.5,C,0.141,141,larvae,
20210801,6,Moderate OA,7.5,C,0.113,113,larvae,
20210801,6,Moderate OA,7.5,C,0.103,103,larvae,
20210801,6,Moderate OA,7.5,C,0.114,114,larvae,
20210801,6,Moderate OA,7.5,C,0.092,92,larvae,
20210801,6,Moderate OA,7.5,C,0.105,105,larvae,
20210801,6,Moderate OA,7.5,C,0.136,136,larvae,
20210801,6,Moderate OA,7.5,C,0.126,126,larvae,
20210801,6,Moderate OA,7.5,C,0.105,105,larvae,
20210801,6,Moderate OA,7.5,C,0.142,142,larvae,
20210801,6,Moderate OA,7.5,C,0.119,119,larvae,
20210801,6,Moderate OA,7.5,C,0.138,138,larvae,
20210801,6,Moderate OA,7.5,C,0.125,125,larvae,
20210801,6,Moderate OA,7.5,C,0.101,101,larvae,
20210801,6,Moderate OA,7.5,C,0.087,87,larvae,
20210801,6,Moderate OA,7.5,C,0.127,127,larvae,
20210801,6,Moderate OA,7.5,C,0.112,112,larvae,
20210801,6,Moderate OA,7.5,C,0.151,151,larvae,
20210801,6,Moderate OA,7.5,C,0.12,120,larvae,
20210801,6,Moderate OA,7.5,C,0.106,106,larvae,
20210801,6,Moderate OA,7.5,C,0.1,100,larvae,
20210801,6,Moderate OA,7.5,C,0.127,127,larvae,
20210801,6,Moderate OA,7.5,C,0.126,126,larvae,
20210801,6,Moderate OA,7.5,C,0.14,140,larvae,
20210801,6,Moderate OA,7.5,C,0.105,105,larvae,
20210801,6,Moderate OA,7.5,C,0.128,128,larvae,
20210801,6,Moderate OA,7.5,C,0.119,119,larvae,
20210801,6,Moderate OA,7.5,C,0.121,121,larvae,
20210801,6,Moderate OA,7.5,C,0.109,109,larvae,
20210801,6,Moderate OA,7.5,C,0.105,105,larvae,
20210801,6,Moderate OA,7.5,C,0.089,89,larvae,
20210801,6,Moderate OA,7.5,C,0.13,130,larvae,
20210801,6,Moderate OA,7.5,C,0.094,94,larvae,
20210801,6,Moderate OA,7.5,C,0.134,134,larvae,
20210801,6,Moderate OA,7.5,C,0.136,136,larvae,
20210801,6,Moderate OA,7.5,C,0.113,113,larvae,
20210801,6,Moderate OA,7.5,C,0.108,108,larvae,
20210801,6,Moderate OA,7.5,C,0.103,103,larvae,
20210801,6,Moderate OA,7.5,C,0.142,142,larvae,
20210801,6,Moderate OA,7.5,C,0.114,114,larvae,
20210801,6,Moderate OA,7.5,C,0.091,91,larvae,
20210801,6,Moderate OA,7.5,C,0.089,89,larvae,
20210801,6,Moderate OA,7.5,C,0.094,94,larvae,
20210801,6,Moderate OA,7.5,C,0.134,134,larvae,
20210801,6,Moderate OA,7.5,C,0.111,111,larvae,
20210801,6,Moderate OA,7.5,C,0.13,130,larvae,
20210801,6,Moderate OA,7.5,C,0.094,94,larvae,
20210801,6,Moderate OA,7.5,C,0.098,98,larvae,
20210801,6,Moderate OA,7.5,C,0.089,89,larvae,
20210801,6,Moderate OA,7.5,C,0.118,118,larvae,
20210801,6,Moderate OA,7.5,D,0.096,96,larvae,
20210801,6,Moderate OA,7.5,D,0.108,108,larvae,
20210801,6,Moderate OA,7.5,D,0.124,124,larvae,
20210801,6,Moderate OA,7.5,D,0.09,90,larvae,
20210801,6,Moderate OA,7.5,D,0.131,131,larvae,
20210801,6,Moderate OA,7.5,D,0.103,103,larvae,
20210801,6,Moderate OA,7.5,D,0.097,97,larvae,
20210801,6,Moderate OA,7.5,D,0.113,113,larvae,
20210801,6,Moderate OA,7.5,D,0.09,90,larvae,
20210801,6,Moderate OA,7.5,D,0.129,129,larvae,
20210801,6,Moderate OA,7.5,D,0.113,113,larvae,
20210801,6,Moderate OA,7.5,D,0.104,104,larvae,
20210801,6,Moderate OA,7.5,D,0.094,94,larvae,
20210801,6,Moderate OA,7.5,D,0.125,125,larvae,
20210801,6,Moderate OA,7.5,D,0.115,115,larvae,
20210801,6,Moderate OA,7.5,D,0.092,92,larvae,
20210801,6,Moderate OA,7.5,D,0.09,90,larvae,
20210801,6,Moderate OA,7.5,D,0.126,126,larvae,
20210801,6,Moderate OA,7.5,D,0.099,99,larvae,
20210801,6,Moderate OA,7.5,D,0.109,109,larvae,
20210801,6,Moderate OA,7.5,D,0.099,99,larvae,
20210801,6,Moderate OA,7.5,D,0.118,118,larvae,
20210801,6,Moderate OA,7.5,D,0.083,83,larvae,
20210801,6,Moderate OA,7.5,D,0.097,97,larvae,
20210801,6,Moderate OA,7.5,D,0.086,86,larvae,
20210801,6,Moderate OA,7.5,D,0.091,91,larvae,
20210801,6,Moderate OA,7.5,D,0.086,86,larvae,
20210801,6,Moderate OA,7.5,D,0.124,124,larvae,
20210801,6,Moderate OA,7.5,D,0.095,95,larvae,
20210801,6,Moderate OA,7.5,D,0.135,135,larvae,
20210801,6,Moderate OA,7.5,D,0.093,93,larvae,
20210801,6,Moderate OA,7.5,D,0.141,141,larvae,
20210801,6,Moderate OA,7.5,D,0.097,97,larvae,
20210801,6,Moderate OA,7.5,D,0.116,116,larvae,
20210801,6,Moderate OA,7.5,D,0.117,117,larvae,
20210801,6,Moderate OA,7.5,D,0.094,94,larvae,
20210801,6,Moderate OA,7.5,E,0.101,101,larvae,
20210801,6,Moderate OA,7.5,E,0.096,96,larvae,
20210801,6,Moderate OA,7.5,E,0.097,97,larvae,
20210801,6,Moderate OA,7.5,E,0.102,102,larvae,
20210801,6,Moderate OA,7.5,E,0.104,104,larvae,
20210801,6,Moderate OA,7.5,E,0.118,118,larvae,
20210801,6,Moderate OA,7.5,E,0.133,133,larvae,
20210801,6,Moderate OA,7.5,E,0.115,115,larvae,
20210801,6,Moderate OA,7.5,E,0.102,102,larvae,
20210801,6,Moderate OA,7.5,E,0.102,102,larvae,
20210801,6,Moderate OA,7.5,E,0.097,97,larvae,
20210801,6,Moderate OA,7.5,E,0.094,94,larvae,
20210801,6,Moderate OA,7.5,E,0.117,117,larvae,
20210801,6,Moderate OA,7.5,E,0.135,135,larvae,
20210801,6,Moderate OA,7.5,E,0.093,93,larvae,
20210801,6,Moderate OA,7.5,E,0.093,93,larvae,
20210801,6,Moderate OA,7.5,E,0.133,133,larvae,
20210801,6,Moderate OA,7.5,E,0.117,117,larvae,
20210801,6,Moderate OA,7.5,E,0.097,97,larvae,
20210801,6,Moderate OA,7.5,E,0.092,92,larvae,
20210801,6,Moderate OA,7.5,E,0.131,131,larvae,
20210801,6,Moderate OA,7.5,E,0.101,101,larvae,
20210801,6,Moderate OA,7.5,E,0.087,87,larvae,
20210801,6,Moderate OA,7.5,E,0.089,89,larvae,
20210801,6,Moderate OA,7.5,E,0.124,124,larvae,
20210801,6,Moderate OA,7.5,E,0.112,112,larvae,
20210801,6,Moderate OA,7.5,E,0.114,114,larvae,
20210803,8,High OA,7,A,0.086265,86.265,larvae,
20210803,8,High OA,7,A,0.159607,159.607,larvae,
20210803,8,High OA,7,A,0.113443,113.443,larvae,
20210803,8,High OA,7,A,0.08069,80.69,larvae,
20210803,8,High OA,7,B,0.096842,96.842,larvae,
20210803,8,High OA,7,B,0.069203,69.203,larvae,
20210803,8,High OA,7,B,0.090007,90.007,larvae,
20210803,8,High OA,7,B,0.095037,95.037,larvae,
20210803,8,High OA,7,B,0.092835,92.835,larvae,
20210803,8,High OA,7,B,0.090735,90.735,larvae,
20210803,8,High OA,7,B,0.081772,81.772,larvae,
20210803,8,High OA,7,B,0.071928,71.928,larvae,
20210803,8,High OA,7,B,0.063197,63.197,larvae,
20210803,8,High OA,7,B,0.081999,81.999,larvae,
20210803,8,High OA,7,B,0.09079,90.79,larvae,
20210803,8,High OA,7,B,0.076991,76.991,larvae,
20210803,8,High OA,7,C,0.09456,94.56,larvae,
20210803,8,High OA,7,C,0.081747,81.747,larvae,
20210803,8,High OA,7,C,0.097276,97.276,larvae,
20210803,8,High OA,7,C,0.193154,193.154,larvae,
20210803,8,High OA,7,C,0.175017,175.017,larvae,
20210803,8,High OA,7,C,0.087006,87.006,larvae,
20210803,8,High OA,7,C,0.067499,67.499,larvae,
20210803,8,High OA,7,D,0.074127,74.127,larvae,
20210803,8,High OA,7,D,0.078451,78.451,larvae,
20210803,8,High OA,7,D,0.070717,70.717,larvae,
20210803,8,High OA,7,D,0.069514,69.514,larvae,
20210803,8,High OA,7,D,0.078495,78.495,larvae,
20210803,8,High OA,7,D,0.073808,73.808,larvae,
20210803,8,High OA,7,D,0.143159,143.159,larvae,
20210803,8,High OA,7,D,0.079563,79.563,larvae,
20210803,8,High OA,7,D,0.090607,90.607,larvae,
20210803,8,High OA,7,D,0.080815,80.815,larvae,
20210803,8,High OA,7,D,0.087006,87.006,larvae,
20210803,8,High OA,7,D,0.13363,133.63,larvae,
20210803,8,High OA,7,D,0.086224,86.224,larvae,
20210803,8,High OA,7,D,0.122001,122.001,larvae,
20210803,8,High OA,7,E,0.078591,78.591,larvae,
20210803,8,High OA,7,E,0.082219,82.219,larvae,
20210803,8,High OA,7,E,0.085786,85.786,larvae,
20210803,8,High OA,7,E,0.064627,64.627,larvae,
20210803,8,High OA,7,E,0.094236,94.236,larvae,
20210803,8,High OA,7,E,0.186503,186.503,larvae,
20210803,8,High OA,7,E,0.078258,78.258,larvae,
20210803,8,High OA,7,E,0.070979,70.979,larvae,
20210803,8,High OA,7,E,0.068956,68.956,larvae,
20210803,8,High OA,7,E,0.119065,119.065,larvae,
20210803,8,High OA,7,E,0.075317,75.317,larvae,
20210803,8,High OA,7,E,0.115803,115.803,larvae,
20210803,8,Low OA,8,A,0.178987,178.987,larvae,
20210803,8,Low OA,8,A,0.182278,182.278,larvae,
20210803,8,Low OA,8,A,0.176266,176.266,larvae,
20210803,8,Low OA,8,A,0.184155,184.155,larvae,
20210803,8,Low OA,8,A,0.190498,190.498,larvae,
20210803,8,Low OA,8,A,0.180128,180.128,larvae,
20210803,8,Low OA,8,A,0.195831,195.831,larvae,
20210803,8,Low OA,8,A,0.188258,188.258,larvae,
20210803,8,Low OA,8,A,0.1557,155.7,larvae,
20210803,8,Low OA,8,A,0.180429,180.429,larvae,
20210803,8,Low OA,8,A,0.194067,194.067,larvae,
20210803,8,Low OA,8,A,0.164465,164.465,larvae,
20210803,8,Low OA,8,A,0.189109,189.109,larvae,
20210803,8,Low OA,8,A,0.195088,195.088,larvae,
20210803,8,Low OA,8,A,0.182407,182.407,larvae,
20210803,8,Low OA,8,A,0.176044,176.044,larvae,
20210803,8,Low OA,8,A,0.165086,165.086,larvae,
20210803,8,Low OA,8,A,0.185499,185.499,larvae,
20210803,8,Low OA,8,A,0.183461,183.461,larvae,
20210803,8,Low OA,8,A,0.190603,190.603,larvae,
20210803,8,Low OA,8,A,0.195371,195.371,larvae,
20210803,8,Low OA,8,A,0.178392,178.392,larvae,
20210803,8,Low OA,8,A,0.19432,194.32,larvae,
20210803,8,Low OA,8,A,0.172812,172.812,larvae,
20210803,8,Low OA,8,A,0.17549,175.49,larvae,
20210803,8,Low OA,8,A,0.188442,188.442,larvae,
20210803,8,Low OA,8,A,0.159125,159.125,larvae,
20210803,8,Low OA,8,A,0.187823,187.823,larvae,
20210803,8,Low OA,8,A,0.199052,199.052,larvae,
20210803,8,Low OA,8,A,0.199928,199.928,larvae,
20210803,8,Low OA,8,A,0.186061,186.061,larvae,
20210803,8,Low OA,8,A,0.207433,207.433,larvae,
20210803,8,Low OA,8,A,0.199661,199.661,larvae,
20210803,8,Low OA,8,A,0.186374,186.374,larvae,
20210803,8,Low OA,8,A,0.169008,169.008,larvae,
20210803,8,Low OA,8,A,0.182842,182.842,larvae,
20210803,8,Low OA,8,A,0.189388,189.388,larvae,
20210803,8,Low OA,8,A,0.181966,181.966,larvae,
20210803,8,Low OA,8,A,0.190115,190.115,larvae,
20210803,8,Low OA,8,A,0.185033,185.033,larvae,
20210803,8,Low OA,8,A,0.167441,167.441,larvae,
20210803,8,Low OA,8,A,0.198167,198.167,larvae,
20210803,8,Low OA,8,A,0.155261,155.261,larvae,
20210803,8,Low OA,8,A,0.182068,182.068,larvae,
20210803,8,Low OA,8,A,0.1372,137.2,larvae,
20210803,8,Low OA,8,A,0.195088,195.088,larvae,
20210803,8,Low OA,8,A,0.168028,168.028,larvae,
20210803,8,Low OA,8,A,0.138815,138.815,larvae,
20210803,8,Low OA,8,A,0.172486,172.486,larvae,
20210803,8,Low OA,8,A,0.174761,174.761,larvae,
20210803,8,Low OA,8,A,0.179805,179.805,larvae,
20210803,8,Low OA,8,A,0.191405,191.405,larvae,
20210803,8,Low OA,8,A,0.187919,187.919,larvae,
20210803,8,Low OA,8,A,0.123956,123.956,larvae,
20210803,8,Low OA,8,A,0.193984,193.984,larvae,
20210803,8,Low OA,8,A,0.141509,141.509,larvae,
20210803,8,Low OA,8,A,0.195869,195.869,larvae,
20210803,8,Low OA,8,A,0.175735,175.735,larvae,
20210803,8,Low OA,8,A,0.167669,167.669,larvae,
20210803,8,Low OA,8,A,0.208997,208.997,larvae,
20210803,8,Low OA,8,A,0.155674,155.674,larvae,
20210803,8,Low OA,8,A,0.201511,201.511,larvae,
20210803,8,Low OA,8,A,0.123445,123.445,larvae,
20210803,8,Low OA,8,A,0.177918,177.918,larvae,
20210803,8,Low OA,8,A,0.186772,186.772,larvae,
20210803,8,Low OA,8,A,0.168359,168.359,larvae,
20210803,8,Low OA,8,A,0.188207,188.207,larvae,
20210803,8,Low OA,8,A,0.145538,145.538,larvae,
20210803,8,Low OA,8,A,0.210431,210.431,larvae,
20210803,8,Low OA,8,A,0.134734,134.734,larvae,
20210803,8,Low OA,8,A,0.169408,169.408,larvae,
20210803,8,Low OA,8,A,0.154076,154.076,larvae,
20210803,8,Low OA,8,A,0.176559,176.559,larvae,
20210803,8,Low OA,8,A,0.183015,183.015,larvae,
20210803,8,Low OA,8,A,0.186834,186.834,larvae,
20210803,8,Low OA,8,A,0.186374,186.374,larvae,
20210803,8,Low OA,8,A,0.209714,209.714,larvae,
20210803,8,Low OA,8,A,0.172971,172.971,larvae,
20210803,8,Low OA,8,A,0.127017,127.017,larvae,
20210803,8,Low OA,8,A,0.195145,195.145,larvae,
20210803,8,Low OA,8,A,0.187076,187.076,larvae,
20210803,8,Low OA,8,A,0.155913,155.913,larvae,
20210803,8,Low OA,8,A,0.163694,163.694,larvae,
20210803,8,Low OA,8,A,0.194072,194.072,larvae,
20210803,8,Low OA,8,A,0.161334,161.334,larvae,
20210803,8,Low OA,8,B,0.141665,141.665,larvae,
20210803,8,Low OA,8,B,0.160348,160.348,larvae,
20210803,8,Low OA,8,B,0.170892,170.892,larvae,
20210803,8,Low OA,8,B,0.178696,178.696,larvae,
20210803,8,Low OA,8,B,0.168174,168.174,larvae,
20210803,8,Low OA,8,B,0.190268,190.268,larvae,
20210803,8,Low OA,8,B,0.154743,154.743,larvae,
20210803,8,Low OA,8,B,0.169145,169.145,larvae,
20210803,8,Low OA,8,B,0.204773,204.773,larvae,
20210803,8,Low OA,8,B,0.13626,136.26,larvae,
20210803,8,Low OA,8,B,0.194527,194.527,larvae,
20210803,8,Low OA,8,B,0.110005,110.005,larvae,
20210803,8,Low OA,8,B,0.16569,165.69,larvae,
20210803,8,Low OA,8,B,0.154691,154.691,larvae,
20210803,8,Low OA,8,B,0.140698,140.698,larvae,
20210803,8,Low OA,8,B,0.203827,203.827,larvae,
20210803,8,Low OA,8,B,0.177851,177.851,larvae,
20210803,8,Low OA,8,B,0.187312,187.312,larvae,
20210803,8,Low OA,8,B,0.117388,117.388,larvae,
20210803,8,Low OA,8,B,0.162549,162.549,larvae,
20210803,8,Low OA,8,B,0.196555,196.555,larvae,
20210803,8,Low OA,8,B,0.195248,195.248,larvae,
20210803,8,Low OA,8,B,0.170068,170.068,larvae,
20210803,8,Low OA,8,B,0.156517,156.517,larvae,
20210803,8,Low OA,8,B,0.210572,210.572,larvae,
20210803,8,Low OA,8,B,0.171036,171.036,larvae,
20210803,8,Low OA,8,B,0.154856,154.856,larvae,
20210803,8,Low OA,8,B,0.167908,167.908,larvae,
20210803,8,Low OA,8,B,0.149058,149.058,larvae,
20210803,8,Low OA,8,B,0.179536,179.536,larvae,
20210803,8,Low OA,8,B,0.133957,133.957,larvae,
20210803,8,Low OA,8,B,0.156311,156.311,larvae,
20210803,8,Low OA,8,B,0.187866,187.866,larvae,
20210803,8,Low OA,8,B,0.136716,136.716,larvae,
20210803,8,Low OA,8,B,0.178875,178.875,larvae,
20210803,8,Low OA,8,B,0.197647,197.647,larvae,
20210803,8,Low OA,8,B,0.107918,107.918,larvae,
20210803,8,Low OA,8,B,0.168577,168.577,larvae,
20210803,8,Low OA,8,B,0.166765,166.765,larvae,
20210803,8,Low OA,8,B,0.095058,95.058,larvae,
20210803,8,Low OA,8,B,0.139104,139.104,larvae,
20210803,8,Low OA,8,B,0.160432,160.432,larvae,
20210803,8,Low OA,8,B,0.187585,187.585,larvae,
20210803,8,Low OA,8,B,0.1635,163.5,larvae,
20210803,8,Low OA,8,B,0.194018,194.018,larvae,
20210803,8,Low OA,8,B,0.172634,172.634,larvae,
20210803,8,Low OA,8,B,0.195879,195.879,larvae,
20210803,8,Low OA,8,B,0.174802,174.802,larvae,
20210803,8,Low OA,8,B,0.192811,192.811,larvae,
20210803,8,Low OA,8,B,0.173788,173.788,larvae,
20210803,8,Low OA,8,B,0.194093,194.093,larvae,
20210803,8,Low OA,8,B,0.170837,170.837,larvae,
20210803,8,Low OA,8,B,0.171327,171.327,larvae,
20210803,8,Low OA,8,B,0.124671,124.671,larvae,
20210803,8,Low OA,8,B,0.190719,190.719,larvae,
20210803,8,Low OA,8,B,0.166226,166.226,larvae,
20210803,8,Low OA,8,B,0.107494,107.494,larvae,
20210803,8,Low OA,8,B,0.1602,160.2,larvae,
20210803,8,Low OA,8,B,0.196077,196.077,larvae,
20210803,8,Low OA,8,B,0.151115,151.115,larvae,
20210803,8,Low OA,8,B,0.107494,107.494,larvae,
20210803,8,Low OA,8,B,0.114998,114.998,larvae,
20210803,8,Low OA,8,B,0.174301,174.301,larvae,
20210803,8,Low OA,8,B,0.198466,198.466,larvae,
20210803,8,Low OA,8,B,0.172762,172.762,larvae,
20210803,8,Low OA,8,B,0.19839,198.39,larvae,
20210803,8,Low OA,8,C,0.134615,134.615,larvae,
20210803,8,Low OA,8,C,0.158632,158.632,larvae,
20210803,8,Low OA,8,C,0.171529,171.529,larvae,
20210803,8,Low OA,8,C,0.144905,144.905,larvae,
20210803,8,Low OA,8,C,0.153936,153.936,larvae,
20210803,8,Low OA,8,C,0.196703,196.703,larvae,
20210803,8,Low OA,8,C,0.172078,172.078,larvae,
20210803,8,Low OA,8,C,0.202703,202.703,larvae,
20210803,8,Low OA,8,C,0.187373,187.373,larvae,
20210803,8,Low OA,8,C,0.168574,168.574,larvae,
20210803,8,Low OA,8,C,0.141958,141.958,larvae,
20210803,8,Low OA,8,C,0.178987,178.987,larvae,
20210803,8,Low OA,8,C,0.164184,164.184,larvae,
20210803,8,Low OA,8,C,0.172754,172.754,larvae,
20210803,8,Low OA,8,C,0.170825,170.825,larvae,
20210803,8,Low OA,8,C,0.155002,155.002,larvae,
20210803,8,Low OA,8,C,0.160197,160.197,larvae,
20210803,8,Low OA,8,C,0.168946,168.946,larvae,
20210803,8,Low OA,8,C,0.138326,138.326,larvae,
20210803,8,Low OA,8,C,0.143408,143.408,larvae,
20210803,8,Low OA,8,C,0.088585,88.585,larvae,
20210803,8,Low OA,8,C,0.18942,189.42,larvae,
20210803,8,Low OA,8,C,0.18331,183.31,larvae,
20210803,8,Low OA,8,C,0.156773,156.773,larvae,
20210803,8,Low OA,8,C,0.195646,195.646,larvae,
20210803,8,Low OA,8,C,0.146116,146.116,larvae,
20210803,8,Low OA,8,C,0.185956,185.956,larvae,
20210803,8,Low OA,8,C,0.137332,137.332,larvae,
20210803,8,Low OA,8,C,0.190916,190.916,larvae,
20210803,8,Low OA,8,C,0.175246,175.246,larvae,
20210803,8,Low OA,8,C,0.159002,159.002,larvae,
20210803,8,Low OA,8,C,0.182792,182.792,larvae,
20210803,8,Low OA,8,C,0.187863,187.863,larvae,
20210803,8,Low OA,8,C,0.116115,116.115,larvae,
20210803,8,Low OA,8,C,0.128162,128.162,larvae,
20210803,8,Low OA,8,C,0.16685,166.85,larvae,
20210803,8,Low OA,8,C,0.189547,189.547,larvae,
20210803,8,Low OA,8,C,0.152777,152.777,larvae,
20210803,8,Low OA,8,C,0.152422,152.422,larvae,
20210803,8,Low OA,8,C,0.113862,113.862,larvae,
20210803,8,Low OA,8,C,0.120014,120.014,larvae,
20210803,8,Low OA,8,C,0.188325,188.325,larvae,
20210803,8,Low OA,8,C,0.175601,175.601,larvae,
20210803,8,Low OA,8,C,0.152504,152.504,larvae,
20210803,8,Low OA,8,C,0.169219,169.219,larvae,
20210803,8,Low OA,8,C,0.183461,183.461,larvae,
20210803,8,Low OA,8,C,0.180136,180.136,larvae,
20210803,8,Low OA,8,C,0.180674,180.674,larvae,
20210803,8,Low OA,8,C,0.119758,119.758,larvae,
20210803,8,Low OA,8,C,0.108257,108.257,larvae,
20210803,8,Low OA,8,C,0.1412,141.2,larvae,
20210803,8,Low OA,8,C,0.136966,136.966,larvae,
20210803,8,Low OA,8,C,0.165478,165.478,larvae,
20210803,8,Low OA,8,C,0.154701,154.701,larvae,
20210803,8,Low OA,8,C,0.183942,183.942,larvae,
20210803,8,Low OA,8,C,0.118303,118.303,larvae,
20210803,8,Low OA,8,C,0.190097,190.097,larvae,
20210803,8,Low OA,8,C,0.181652,181.652,larvae,
20210803,8,Low OA,8,C,0.197802,197.802,larvae,
20210803,8,Low OA,8,C,0.126716,126.716,larvae,
20210803,8,Low OA,8,C,0.147157,147.157,larvae,
20210803,8,Low OA,8,C,0.158344,158.344,larvae,
20210803,8,Low OA,8,C,0.177478,177.478,larvae,
20210803,8,Low OA,8,C,0.184024,184.024,larvae,
20210803,8,Low OA,8,C,0.167932,167.932,larvae,
20210803,8,Low OA,8,C,0.183715,183.715,larvae,
20210803,8,Low OA,8,C,0.178268,178.268,larvae,
20210803,8,Low OA,8,C,0.200402,200.402,larvae,
20210803,8,Low OA,8,C,0.18717,187.17,larvae,
20210803,8,Low OA,8,C,0.148957,148.957,larvae,
20210803,8,Low OA,8,C,0.169586,169.586,larvae,
20210803,8,Low OA,8,C,0.191515,191.515,larvae,
20210803,8,Low OA,8,C,0.174411,174.411,larvae,
20210803,8,Low OA,8,C,0.193518,193.518,larvae,
20210803,8,Low OA,8,C,0.178445,178.445,larvae,
20210803,8,Low OA,8,C,0.1714,171.4,larvae,
20210803,8,Low OA,8,C,0.194452,194.452,larvae,
20210803,8,Low OA,8,C,0.165171,165.171,larvae,
20210803,8,Low OA,8,C,0.161642,161.642,larvae,
20210803,8,Low OA,8,C,0.195923,195.923,larvae,
20210803,8,Low OA,8,C,0.093422,93.422,larvae,
20210803,8,Low OA,8,C,0.192407,192.407,larvae,
20210803,8,Low OA,8,C,0.126402,126.402,larvae,
20210803,8,Low OA,8,C,0.160369,160.369,larvae,
20210803,8,Low OA,8,C,0.165551,165.551,larvae,
