"","Date","ID","pH","Replicate","Fed_Unfed","Run","Plate","Number","Length_um","CR_mL.hr.mmlength","pCO2","random_fact","type"
"183",20211026,"7.5_fed_Run_3_Rep_C_Num_3","7.5","C","fed","3",NA,"3",9710,20.6434069391058,"800 μatm","C_7.5_fed","seston"
"184",20211026,"7.5_fed_Run_2_Rep_D_Num_1","7.5","D","fed","2",NA,"1",7420,10.8807882519682,"800 μatm","D_7.5_fed","seston"
"185",20211026,"7.5_fed_Run_3_Rep_D_Num_2","7.5","D","fed","3",NA,"2",8890,11.6806726788019,"800 μatm","D_7.5_fed","seston"
"186",20211026,"8_fed_Run_1_Rep_A_Num_1","8","A","fed","1",NA,"1",12610,5.93496946200275,"500 μatm","A_8_fed","seston"
"187",20211026,"8_fed_Run_2_Rep_A_Num_2","8","A","fed","2",NA,"2",14310,6.32105924811892,"500 μatm","A_8_fed","seston"
"188",20211026,"8_fed_Run_1_Rep_B_Num_1","8","B","fed","1",NA,"1",8940,6.34762881253645,"500 μatm","B_8_fed","seston"
"189",20211026,"8_fed_Run_2_Rep_B_Num_2","8","B","fed","2",NA,"2",11610,8.14561795715551,"500 μatm","B_8_fed","seston"
"190",20211026,"8_fed_Run_1_Rep_C_Num_1","8","C","fed","1",NA,"1",14070,4.9911424686296,"500 μatm","C_8_fed","seston"
"191",20211026,"8_fed_Run_3_Rep_C_Num_2","8","C","fed","3",NA,"2",12530,12.1507640717258,"500 μatm","C_8_fed","seston"
"192",20211026,"8_fed_Run_2_Rep_D_Num_1","8","D","fed","2",NA,"1",8650,12.1458725466941,"500 μatm","D_8_fed","seston"
"193",20211026,"8_fed_Run_3_Rep_D_Num_2","8","D","fed","3",NA,"2",11400,4.54274517322025,"500 μatm","D_8_fed","seston"
"194",20220202,"7.5_Run_1_Rep_A_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_A_Num_1",14900,4.46344293152833,"800 μatm","Num_7.5_fed","chaet"
"195",20220202,"7.5_Run_1_Rep_B_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_B_Num_1",13600,4.88688467256077,"800 μatm","Num_7.5_fed","chaet"
"196",20220202,"7.5_Run_1_Rep_C_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_C_Num_1",14000,1.57267200053335,"800 μatm","Num_7.5_fed","chaet"
"197",20220202,"7.5_Run_3_Rep_C_Num_2","7.5","Num","7.5C","Rep",NA,"7.5_Run_3_Rep_C_Num_2",15100,1.1386547054785,"800 μatm","Num_7.5_7.5C","chaet"
"198",20220202,"7.5_Run_2_Rep_D_Num_1","7.5","Num","7.5D","Rep",NA,"7.5_Run_2_Rep_D_Num_1",14750,0.724928454094739,"800 μatm","Num_7.5_7.5D","chaet"
"199",20220202,"7.5_Run_2_Rep_E_Num_1","7.5","Num","7.5E","Rep",NA,"7.5_Run_2_Rep_E_Num_1",13200,1.65685470127867,"800 μatm","Num_7.5_7.5E","chaet"
"200",20220202,"7.5_Run_2_Rep_F_Num_1","7.5","Num","7.5F","Rep",NA,"7.5_Run_2_Rep_F_Num_1",13000,3.20626797619143,"800 μatm","Num_7.5_7.5F","chaet"
"201",20220202,"7.5_Run_3_Rep_G_Num_1","7.5","Num","7.5G","Rep",NA,"7.5_Run_3_Rep_G_Num_1",14000,3.11600926245377,"800 μatm","Num_7.5_7.5G","chaet"
"202",20220202,"7.5_Run_3_Rep_H_Num_1","7.5","Num","7.5H","Rep",NA,"7.5_Run_3_Rep_H_Num_1",13600,1.93879616123385,"800 μatm","Num_7.5_7.5H","chaet"
"203",20220202,"8_Run_1_Rep_A_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_A_Num_1",14350,4.86133921204738,"500 μatm","Num_8_fed","chaet"
"204",20220202,"8_Run_1_Rep_B_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_B_Num_1",13800,2.7435585762537,"500 μatm","Num_8_fed","chaet"
"205",20220202,"8_Run_1_Rep_C_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_C_Num_1",14400,1.0673765676952,"500 μatm","Num_8_fed","chaet"
"206",20220202,"8_Run_3_Rep_C_Num_2","8","Num","8.0C","Rep",NA,"8_Run_3_Rep_C_Num_2",14800,3.18380688836452,"500 μatm","Num_8_8.0C","chaet"
"207",20220202,"8_Run_2_Rep_D_Num_1","8","Num","8.0D","Rep",NA,"8_Run_2_Rep_D_Num_1",14000,1.80108534388634,"500 μatm","Num_8_8.0D","chaet"
"208",20220202,"8_Run_2_Rep_E_Num_1","8","Num","8.0E","Rep",NA,"8_Run_2_Rep_E_Num_1",14800,4.84489651349717,"500 μatm","Num_8_8.0E","chaet"
"209",20220202,"8_Run_2_Rep_F_Num_1","8","Num","8.0F","Rep",NA,"8_Run_2_Rep_F_Num_1",14200,3.17669022217364,"500 μatm","Num_8_8.0F","chaet"
"210",20220202,"8_Run_3_Rep_G_Num_1","8","Num","8.0G","Rep",NA,"8_Run_3_Rep_G_Num_1",14000,2.4283440105658,"500 μatm","Num_8_8.0G","chaet"
"211",20220202,"8_Run_3_Rep_H_Num_1","8","Num","8.0H","Rep",NA,"8_Run_3_Rep_H_Num_1",14000,3.83375298289396,"500 μatm","Num_8_8.0H","chaet"
"212",20220202,"7.5_Run_1_Rep_A_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_A_Num_1",14900,4.76036814381442,"800 μatm","Num_7.5_fed","ply"
"213",20220202,"7.5_Run_1_Rep_B_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_B_Num_1",13600,5.11606824806925,"800 μatm","Num_7.5_fed","ply"
"214",20220202,"7.5_Run_1_Rep_C_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_C_Num_1",14000,2.32462347050359,"800 μatm","Num_7.5_fed","ply"
"215",20220202,"7.5_Run_3_Rep_C_Num_2","7.5","Num","7.5C","Rep",NA,"7.5_Run_3_Rep_C_Num_2",15100,1.8627363592223,"800 μatm","Num_7.5_7.5C","ply"
"216",20220202,"7.5_Run_2_Rep_D_Num_1","7.5","Num","7.5D","Rep",NA,"7.5_Run_2_Rep_D_Num_1",14750,1.3254149993696,"800 μatm","Num_7.5_7.5D","ply"
"217",20220202,"7.5_Run_2_Rep_E_Num_1","7.5","Num","7.5E","Rep",NA,"7.5_Run_2_Rep_E_Num_1",13200,3.10630123515324,"800 μatm","Num_7.5_7.5E","ply"
"218",20220202,"7.5_Run_2_Rep_F_Num_1","7.5","Num","7.5F","Rep",NA,"7.5_Run_2_Rep_F_Num_1",13000,4.83008260217278,"800 μatm","Num_7.5_7.5F","ply"
"219",20220202,"7.5_Run_3_Rep_G_Num_1","7.5","Num","7.5G","Rep",NA,"7.5_Run_3_Rep_G_Num_1",14000,2.78475726280896,"800 μatm","Num_7.5_7.5G","ply"
"220",20220202,"7.5_Run_3_Rep_H_Num_1","7.5","Num","7.5H","Rep",NA,"7.5_Run_3_Rep_H_Num_1",13600,2.77272070811762,"800 μatm","Num_7.5_7.5H","ply"
"221",20220202,"8_Run_1_Rep_A_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_A_Num_1",14350,5.46264031749077,"500 μatm","Num_8_fed","ply"
"222",20220202,"8_Run_1_Rep_B_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_B_Num_1",13800,2.75231720504606,"500 μatm","Num_8_fed","ply"
"223",20220202,"8_Run_1_Rep_C_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_C_Num_1",14400,1.78463319750168,"500 μatm","Num_8_fed","ply"
"224",20220202,"8_Run_3_Rep_C_Num_2","8","Num","8.0C","Rep",NA,"8_Run_3_Rep_C_Num_2",14800,3.83559590729191,"500 μatm","Num_8_8.0C","ply"
"225",20220202,"8_Run_2_Rep_D_Num_1","8","Num","8.0D","Rep",NA,"8_Run_2_Rep_D_Num_1",14000,2.90780424211649,"500 μatm","Num_8_8.0D","ply"
"226",20220202,"8_Run_2_Rep_E_Num_1","8","Num","8.0E","Rep",NA,"8_Run_2_Rep_E_Num_1",14800,4.8815018475368,"500 μatm","Num_8_8.0E","ply"
"227",20220202,"8_Run_2_Rep_F_Num_1","8","Num","8.0F","Rep",NA,"8_Run_2_Rep_F_Num_1",14200,3.54414493135784,"500 μatm","Num_8_8.0F","ply"
"228",20220202,"8_Run_3_Rep_G_Num_1","8","Num","8.0G","Rep",NA,"8_Run_3_Rep_G_Num_1",14000,3.31236571708176,"500 μatm","Num_8_8.0G","ply"
"229",20220202,"8_Run_3_Rep_H_Num_1","8","Num","8.0H","Rep",NA,"8_Run_3_Rep_H_Num_1",14000,4.57547990759978,"500 μatm","Num_8_8.0H","ply"
"230",20220202,"7.5_Run_1_Rep_A_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_A_Num_1",14900,1.23674796650322,"800 μatm","Num_7.5_fed","seston"
"231",20220202,"7.5_Run_1_Rep_B_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_B_Num_1",13600,1.92615921724888,"800 μatm","Num_7.5_fed","seston"
"232",20220202,"7.5_Run_1_Rep_C_Num_1","7.5","Num","fed","Rep",NA,"7.5_Run_1_Rep_C_Num_1",14000,0.319233768420774,"800 μatm","Num_7.5_fed","seston"
"233",20220202,"7.5_Run_3_Rep_C_Num_2","7.5","Num","7.5C","Rep",NA,"7.5_Run_3_Rep_C_Num_2",15100,0.694833775204155,"800 μatm","Num_7.5_7.5C","seston"
"234",20220202,"7.5_Run_2_Rep_D_Num_1","7.5","Num","7.5D","Rep",NA,"7.5_Run_2_Rep_D_Num_1",14750,0.655529623748428,"800 μatm","Num_7.5_7.5D","seston"
"235",20220202,"7.5_Run_2_Rep_E_Num_1","7.5","Num","7.5E","Rep",NA,"7.5_Run_2_Rep_E_Num_1",13200,1.30434711173486,"800 μatm","Num_7.5_7.5E","seston"
"236",20220202,"7.5_Run_2_Rep_F_Num_1","7.5","Num","7.5F","Rep",NA,"7.5_Run_2_Rep_F_Num_1",13000,1.28301271050908,"800 μatm","Num_7.5_7.5F","seston"
"237",20220202,"7.5_Run_3_Rep_G_Num_1","7.5","Num","7.5G","Rep",NA,"7.5_Run_3_Rep_G_Num_1",14000,0.723843765378346,"800 μatm","Num_7.5_7.5G","seston"
"238",20220202,"7.5_Run_3_Rep_H_Num_1","7.5","Num","7.5H","Rep",NA,"7.5_Run_3_Rep_H_Num_1",13600,1.39223238999321,"800 μatm","Num_7.5_7.5H","seston"
"239",20220202,"8_Run_1_Rep_A_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_A_Num_1",14350,2.24904115100301,"500 μatm","Num_8_fed","seston"
"240",20220202,"8_Run_1_Rep_B_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_B_Num_1",13800,2.45029818389685,"500 μatm","Num_8_fed","seston"
"241",20220202,"8_Run_1_Rep_C_Num_1","8","Num","fed","Rep",NA,"8_Run_1_Rep_C_Num_1",14400,1.97881499219832,"500 μatm","Num_8_fed","seston"
"242",20220202,"8_Run_3_Rep_C_Num_2","8","Num","8.0C","Rep",NA,"8_Run_3_Rep_C_Num_2",14800,2.14387457624053,"500 μatm","Num_8_8.0C","seston"
"243",20220202,"8_Run_2_Rep_D_Num_1","8","Num","8.0D","Rep",NA,"8_Run_2_Rep_D_Num_1",14000,1.32896806988688,"500 μatm","Num_8_8.0D","seston"
"244",20220202,"8_Run_2_Rep_E_Num_1","8","Num","8.0E","Rep",NA,"8_Run_2_Rep_E_Num_1",14800,1.98840535370225,"500 μatm","Num_8_8.0E","seston"
"245",20220202,"8_Run_2_Rep_F_Num_1","8","Num","8.0F","Rep",NA,"8_Run_2_Rep_F_Num_1",14200,1.51664253795259,"500 μatm","Num_8_8.0F","seston"
"246",20220202,"8_Run_3_Rep_G_Num_1","8","Num","8.0G","Rep",NA,"8_Run_3_Rep_G_Num_1",14000,1.11692350356476,"500 μatm","Num_8_8.0G","seston"
"247",20220202,"8_Run_3_Rep_H_Num_1","8","Num","8.0H","Rep",NA,"8_Run_3_Rep_H_Num_1",14000,3.15160655486274,"500 μatm","Num_8_8.0H","seston"
