Date,Age_DPF,Treatment,Replicate,Length_mm,Length_um
10/26/2022,50,High OA,B,12.25,12250
10/26/2022,50,High OA,B,12.37,12370
10/26/2022,50,High OA,B,12.43,12430
10/26/2022,50,High OA,B,12.48,12480
10/26/2022,50,High OA,B,12.64,12640
10/26/2022,50,High OA,B,12.98,12980
10/26/2022,50,High OA,B,13.06,13060
10/26/2022,50,High OA,B,13.15,13150
10/26/2022,50,High OA,B,13.17,13170
10/26/2022,50,High OA,B,13.42,13420
10/26/2022,50,High OA,B,13.69,13690
10/26/2022,50,High OA,B,13.79,13790
10/26/2022,50,High OA,B,14.11,14110
10/26/2022,50,High OA,B,14.24,14240
10/26/2022,50,High OA,B,14.54,14540
10/26/2022,50,High OA,B,14.92,14920
10/26/2022,50,High OA,B,15.56,15560
10/26/2022,50,High OA,B,15.69,15690
10/26/2022,50,High OA,B,15.71,15710
10/26/2022,50,High OA,B,16.33,16330
10/26/2022,50,High OA,B,16.58,16580
10/26/2022,50,High OA,B,17.37,17370
10/26/2022,50,High OA,C,2.08,2080
10/26/2022,50,High OA,C,2.14,2140
10/26/2022,50,High OA,C,2.4,2400
10/26/2022,50,High OA,C,2.42,2420
10/26/2022,50,High OA,C,2.54,2540
10/26/2022,50,High OA,C,2.85,2850
10/26/2022,50,High OA,C,3.11,3110
10/26/2022,50,High OA,C,3.23,3230
10/26/2022,50,High OA,C,3.79,3790
10/26/2022,50,High OA,C,3.93,3930
10/26/2022,50,High OA,C,4.62,4620
10/26/2022,50,High OA,C,4.74,4740
10/26/2022,50,High OA,C,4.76,4760
10/26/2022,50,High OA,C,5.33,5330
10/26/2022,50,High OA,C,6.11,6110
10/26/2022,50,High OA,C,6.2,6200
10/26/2022,50,High OA,C,6.31,6310
10/26/2022,50,High OA,C,6.39,6390
10/26/2022,50,High OA,C,6.42,6420
10/26/2022,50,High OA,C,6.58,6580
10/26/2022,50,High OA,C,6.8,6800
10/26/2022,50,High OA,C,7.22,7220
10/26/2022,50,High OA,C,7.24,7240
10/26/2022,50,High OA,C,7.63,7630
10/26/2022,50,High OA,C,7.92,7920
10/26/2022,50,High OA,C,7.93,7930
10/26/2022,50,High OA,C,8.05,8050
10/26/2022,50,High OA,C,8.11,8110
10/26/2022,50,High OA,C,8.14,8140
10/26/2022,50,High OA,C,8.38,8380
10/26/2022,50,High OA,C,8.43,8430
10/26/2022,50,High OA,C,8.49,8490
10/26/2022,50,High OA,C,8.51,8510
10/26/2022,50,High OA,C,8.85,8850
10/26/2022,50,High OA,C,9.03,9030
10/26/2022,50,High OA,C,9.05,9050
10/26/2022,50,High OA,C,9.44,9440
10/26/2022,50,High OA,C,9.54,9540
10/26/2022,50,High OA,C,9.55,9550
10/26/2022,50,High OA,C,9.55,9550
10/26/2022,50,High OA,C,9.74,9740
10/26/2022,50,High OA,C,9.85,9850
10/26/2022,50,High OA,C,9.95,9950
10/26/2022,50,High OA,C,9.96,9960
10/26/2022,50,High OA,C,10.08,10080
10/26/2022,50,High OA,C,10.08,10080
10/26/2022,50,High OA,C,10.34,10340
10/26/2022,50,High OA,C,10.52,10520
10/26/2022,50,High OA,C,10.99,10990
10/26/2022,50,High OA,C,11.01,11010
10/26/2022,50,High OA,C,11.52,11520
10/26/2022,50,High OA,C,11.53,11530
10/26/2022,50,High OA,C,11.56,11560
10/26/2022,50,High OA,C,11.57,11570
10/26/2022,50,High OA,C,11.67,11670
10/26/2022,50,High OA,C,11.7,11700
10/26/2022,50,High OA,C,11.7,11700
10/26/2022,50,High OA,C,11.72,11720
10/26/2022,50,High OA,C,11.73,11730
10/26/2022,50,High OA,C,11.81,11810
10/26/2022,50,High OA,C,11.85,11850
10/26/2022,50,High OA,C,11.93,11930
10/26/2022,50,High OA,C,12.14,12140
10/26/2022,50,High OA,C,12.23,12230
10/26/2022,50,High OA,C,12.23,12230
10/26/2022,50,High OA,C,12.5,12500
10/26/2022,50,High OA,C,12.74,12740
10/26/2022,50,High OA,C,12.89,12890
10/26/2022,50,High OA,C,12.91,12910
10/26/2022,50,High OA,C,12.99,12990
10/26/2022,50,High OA,C,13.11,13110
10/26/2022,50,High OA,C,13.31,13310
10/26/2022,50,High OA,C,13.36,13360
10/26/2022,50,High OA,C,13.49,13490
10/26/2022,50,High OA,C,13.53,13530
10/26/2022,50,High OA,C,13.6,13600
10/26/2022,50,High OA,C,13.72,13720
10/26/2022,50,High OA,C,13.74,13740
10/26/2022,50,High OA,C,13.74,13740
10/26/2022,50,High OA,C,13.74,13740
10/26/2022,50,High OA,C,13.81,13810
10/26/2022,50,High OA,C,13.81,13810
10/26/2022,50,High OA,C,13.92,13920
10/26/2022,50,High OA,C,14.5,14500
10/26/2022,50,High OA,C,14.5,14500
10/26/2022,50,High OA,C,14.53,14530
10/26/2022,50,High OA,C,14.6,14600
10/26/2022,50,High OA,C,15.03,15030
10/26/2022,50,High OA,C,15.44,15440
10/26/2022,50,High OA,C,15.85,15850
10/26/2022,50,High OA,C,16.07,16070
10/26/2022,50,High OA,C,16.5,16500
10/26/2022,50,High OA,C,17.5,17500
10/26/2022,50,High OA,D,2.27,2270
10/26/2022,50,High OA,D,2.57,2570
10/26/2022,50,High OA,D,3.28,3280
10/26/2022,50,High OA,D,3.61,3610
10/26/2022,50,High OA,D,4.01,4010
10/26/2022,50,High OA,D,4.39,4390
10/26/2022,50,High OA,D,4.54,4540
10/26/2022,50,High OA,D,4.65,4650
10/26/2022,50,High OA,D,4.67,4670
10/26/2022,50,High OA,D,4.77,4770
10/26/2022,50,High OA,D,5.09,5090
10/26/2022,50,High OA,D,5.18,5180
10/26/2022,50,High OA,D,5.48,5480
10/26/2022,50,High OA,D,5.54,5540
10/26/2022,50,High OA,D,5.94,5940
10/26/2022,50,High OA,D,6.09,6090
10/26/2022,50,High OA,D,6.09,6090
10/26/2022,50,High OA,D,6.12,6120
10/26/2022,50,High OA,D,6.34,6340
10/26/2022,50,High OA,D,6.52,6520
10/26/2022,50,High OA,D,6.63,6630
10/26/2022,50,High OA,D,6.86,6860
10/26/2022,50,High OA,D,6.96,6960
10/26/2022,50,High OA,D,6.99,6990
10/26/2022,50,High OA,D,7.04,7040
10/26/2022,50,High OA,D,7.32,7320
10/26/2022,50,High OA,D,7.47,7470
10/26/2022,50,High OA,D,7.62,7620
10/26/2022,50,High OA,D,7.83,7830
10/26/2022,50,High OA,D,7.94,7940
10/26/2022,50,High OA,D,8.05,8050
10/26/2022,50,High OA,D,8.06,8060
10/26/2022,50,High OA,D,8.28,8280
10/26/2022,50,High OA,D,8.45,8450
10/26/2022,50,High OA,D,8.51,8510
10/26/2022,50,High OA,D,8.53,8530
10/26/2022,50,High OA,D,8.54,8540
10/26/2022,50,High OA,D,8.55,8550
10/26/2022,50,High OA,D,8.66,8660
10/26/2022,50,High OA,D,8.74,8740
10/26/2022,50,High OA,D,8.77,8770
10/26/2022,50,High OA,D,8.86,8860
10/26/2022,50,High OA,D,8.89,8890
10/26/2022,50,High OA,D,9.09,9090
10/26/2022,50,High OA,D,9.21,9210
10/26/2022,50,High OA,D,9.26,9260
10/26/2022,50,High OA,D,9.28,9280
10/26/2022,50,High OA,D,9.29,9290
10/26/2022,50,High OA,D,9.38,9380
10/26/2022,50,High OA,D,9.51,9510
10/26/2022,50,High OA,D,9.64,9640
10/26/2022,50,High OA,D,9.68,9680
10/26/2022,50,High OA,D,9.74,9740
10/26/2022,50,High OA,D,9.77,9770
10/26/2022,50,High OA,D,9.86,9860
10/26/2022,50,High OA,D,9.87,9870
10/26/2022,50,High OA,D,10.24,10240
10/26/2022,50,High OA,D,10.39,10390
10/26/2022,50,High OA,D,10.83,10830
10/26/2022,50,High OA,D,11.15,11150
10/26/2022,50,High OA,D,11.36,11360
10/26/2022,50,High OA,D,11.45,11450
10/26/2022,50,High OA,D,11.52,11520
10/26/2022,50,High OA,D,11.52,11520
10/26/2022,50,High OA,D,11.67,11670
10/26/2022,50,High OA,D,11.75,11750
10/26/2022,50,High OA,D,11.79,11790
10/26/2022,50,High OA,D,12.01,12010
10/26/2022,50,High OA,D,12.07,12070
10/26/2022,50,High OA,D,12.3,12300
10/26/2022,50,High OA,D,12.33,12330
10/26/2022,50,High OA,D,12.54,12540
10/26/2022,50,High OA,D,12.56,12560
10/26/2022,50,High OA,D,12.57,12570
10/26/2022,50,High OA,D,12.96,12960
10/26/2022,50,High OA,D,13.03,13030
10/26/2022,50,High OA,D,13.16,13160
10/26/2022,50,High OA,D,13.29,13290
10/26/2022,50,High OA,D,13.36,13360
10/26/2022,50,High OA,D,13.88,13880
10/26/2022,50,High OA,D,13.91,13910
10/26/2022,50,High OA,D,14.06,14060
10/26/2022,50,High OA,D,14.22,14220
10/26/2022,50,High OA,D,14.31,14310
10/26/2022,50,High OA,D,14.38,14380
10/26/2022,50,High OA,D,14.48,14480
10/26/2022,50,High OA,D,14.49,14490
10/26/2022,50,High OA,D,14.54,14540
10/26/2022,50,High OA,D,14.96,14960
10/26/2022,50,High OA,D,15.14,15140
10/26/2022,50,High OA,D,15.2,15200
10/26/2022,50,High OA,D,15.23,15230
10/26/2022,50,High OA,D,15.4,15400
10/26/2022,50,High OA,D,15.67,15670
10/26/2022,50,High OA,D,15.69,15690
10/26/2022,50,High OA,D,16.19,16190
10/26/2022,50,High OA,D,17.97,17970
10/26/2022,50,High OA,D,17.97,17970
10/26/2022,50,Low OA,D,1.87,1870
10/26/2022,50,Low OA,D,1.89,1890
10/26/2022,50,Low OA,D,2.14,2140
10/26/2022,50,Low OA,D,2.15,2150
10/26/2022,50,Low OA,D,2.67,2670
10/26/2022,50,Low OA,D,2.99,2990
10/26/2022,50,Low OA,D,3.06,3060
10/26/2022,50,Low OA,D,3.1,3100
10/26/2022,50,Low OA,D,3.14,3140
10/26/2022,50,Low OA,D,3.35,3350
10/26/2022,50,Low OA,D,3.36,3360
10/26/2022,50,Low OA,D,3.37,3370
10/26/2022,50,Low OA,D,3.63,3630
10/26/2022,50,Low OA,D,3.74,3740
10/26/2022,50,Low OA,D,4,4000
10/26/2022,50,Low OA,D,4.2,4200
10/26/2022,50,Low OA,D,4.24,4240
10/26/2022,50,Low OA,D,4.93,4930
10/26/2022,50,Low OA,D,5.04,5040
10/26/2022,50,Low OA,D,5.21,5210
10/26/2022,50,Low OA,D,5.21,5210
10/26/2022,50,Low OA,D,5.3,5300
10/26/2022,50,Low OA,D,5.42,5420
10/26/2022,50,Low OA,D,5.48,5480
10/26/2022,50,Low OA,D,5.65,5650
10/26/2022,50,Low OA,D,5.67,5670
10/26/2022,50,Low OA,D,5.81,5810
10/26/2022,50,Low OA,D,5.89,5890
10/26/2022,50,Low OA,D,6.04,6040
10/26/2022,50,Low OA,D,6.3,6300
10/26/2022,50,Low OA,D,6.33,6330
10/26/2022,50,Low OA,D,6.84,6840
10/26/2022,50,Low OA,D,7.32,7320
10/26/2022,50,Low OA,D,7.51,7510
10/26/2022,50,Low OA,D,7.61,7610
10/26/2022,50,Low OA,D,7.69,7690
10/26/2022,50,Low OA,D,7.71,7710
10/26/2022,50,Low OA,D,7.81,7810
10/26/2022,50,Low OA,D,8.06,8060
10/26/2022,50,Low OA,D,8.23,8230
10/26/2022,50,Low OA,D,8.4,8400
10/26/2022,50,Low OA,D,8.57,8570
10/26/2022,50,Low OA,D,8.66,8660
10/26/2022,50,Low OA,D,9.16,9160
10/26/2022,50,Low OA,D,9.28,9280
10/26/2022,50,Low OA,D,9.44,9440
10/26/2022,50,Low OA,D,9.72,9720
10/26/2022,50,Low OA,D,9.83,9830
10/26/2022,50,Low OA,D,9.86,9860
10/26/2022,50,Low OA,D,9.96,9960
10/26/2022,50,Low OA,D,9.98,9980
10/26/2022,50,Low OA,D,10.15,10150
10/26/2022,50,Low OA,D,10.24,10240
10/26/2022,50,Low OA,D,10.28,10280
10/26/2022,50,Low OA,D,10.32,10320
10/26/2022,50,Low OA,D,10.33,10330
10/26/2022,50,Low OA,D,10.34,10340
10/26/2022,50,Low OA,D,10.48,10480
10/26/2022,50,Low OA,D,10.68,10680
10/26/2022,50,Low OA,D,10.7,10700
10/26/2022,50,Low OA,D,10.85,10850
10/26/2022,50,Low OA,D,10.91,10910
10/26/2022,50,Low OA,D,10.98,10980
10/26/2022,50,Low OA,D,11.21,11210
10/26/2022,50,Low OA,D,11.37,11370
10/26/2022,50,Low OA,D,11.53,11530
10/26/2022,50,Low OA,D,11.7,11700
10/26/2022,50,Low OA,D,12.4,12400
10/26/2022,50,Low OA,D,12.57,12570
10/26/2022,50,Low OA,D,12.61,12610
10/26/2022,50,Low OA,D,12.71,12710
10/26/2022,50,Low OA,D,12.81,12810
10/26/2022,50,Low OA,D,12.98,12980
10/26/2022,50,Low OA,D,12.99,12990
10/26/2022,50,Low OA,D,13.03,13030
10/26/2022,50,Low OA,D,13.05,13050
10/26/2022,50,Low OA,D,13.16,13160
10/26/2022,50,Low OA,D,13.25,13250
10/26/2022,50,Low OA,D,13.5,13500
10/26/2022,50,Low OA,D,13.51,13510
10/26/2022,50,Low OA,D,13.74,13740
10/26/2022,50,Low OA,D,13.8,13800
10/26/2022,50,Low OA,D,13.89,13890
10/26/2022,50,Low OA,D,14.37,14370
10/26/2022,50,Low OA,D,14.65,14650
10/26/2022,50,Low OA,D,15.07,15070
10/26/2022,50,Low OA,D,15.11,15110
10/26/2022,50,Low OA,D,15.54,15540
10/26/2022,50,Low OA,D,15.71,15710
10/26/2022,50,Low OA,A,3.4,3400
10/26/2022,50,Low OA,A,4.24,4240
10/26/2022,50,Low OA,A,4.51,4510
10/26/2022,50,Low OA,A,5.6,5600
10/26/2022,50,Low OA,A,5.62,5620
10/26/2022,50,Low OA,A,5.85,5850
10/26/2022,50,Low OA,A,6.27,6270
10/26/2022,50,Low OA,A,6.76,6760
10/26/2022,50,Low OA,A,6.79,6790
10/26/2022,50,Low OA,A,6.85,6850
10/26/2022,50,Low OA,A,7.27,7270
10/26/2022,50,Low OA,A,7.46,7460
10/26/2022,50,Low OA,A,7.59,7590
10/26/2022,50,Low OA,A,7.74,7740
10/26/2022,50,Low OA,A,8.38,8380
10/26/2022,50,Low OA,A,8.71,8710
10/26/2022,50,Low OA,A,9.28,9280
10/26/2022,50,Low OA,A,9.43,9430
10/26/2022,50,Low OA,A,9.68,9680
10/26/2022,50,Low OA,A,9.77,9770
10/26/2022,50,Low OA,A,10.22,10220
10/26/2022,50,Low OA,A,10.54,10540
10/26/2022,50,Low OA,A,10.68,10680
10/26/2022,50,Low OA,A,11.01,11010
10/26/2022,50,Low OA,A,11.09,11090
10/26/2022,50,Low OA,A,11.12,11120
10/26/2022,50,Low OA,A,11.26,11260
10/26/2022,50,Low OA,A,11.49,11490
10/26/2022,50,Low OA,A,11.67,11670
10/26/2022,50,Low OA,A,11.71,11710
10/26/2022,50,Low OA,A,12.05,12050
10/26/2022,50,Low OA,A,12.34,12340
10/26/2022,50,Low OA,A,12.55,12550
10/26/2022,50,Low OA,A,12.63,12630
10/26/2022,50,Low OA,A,12.82,12820
10/26/2022,50,Low OA,A,12.87,12870
10/26/2022,50,Low OA,A,12.89,12890
10/26/2022,50,Low OA,A,12.98,12980
10/26/2022,50,Low OA,A,13.06,13060
10/26/2022,50,Low OA,A,13.29,13290
10/26/2022,50,Low OA,A,13.39,13390
10/26/2022,50,Low OA,A,13.46,13460
10/26/2022,50,Low OA,A,13.5,13500
10/26/2022,50,Low OA,A,13.51,13510
10/26/2022,50,Low OA,A,13.64,13640
10/26/2022,50,Low OA,A,13.94,13940
10/26/2022,50,Low OA,A,13.98,13980
10/26/2022,50,Low OA,A,13.99,13990
10/26/2022,50,Low OA,A,14.25,14250
10/26/2022,50,Low OA,A,14.42,14420
10/26/2022,50,Low OA,A,14.43,14430
10/26/2022,50,Low OA,A,14.77,14770
10/26/2022,50,Low OA,A,14.86,14860
10/26/2022,50,Low OA,A,15,15000
10/26/2022,50,Low OA,A,15.02,15020
10/26/2022,50,Low OA,A,15.1,15100
10/26/2022,50,Low OA,A,15.26,15260
10/26/2022,50,Low OA,A,15.88,15880
10/26/2022,50,Low OA,A,16,16000
10/26/2022,50,Low OA,A,16.4,16400
10/26/2022,50,Low OA,A,16.53,16530
10/26/2022,50,Low OA,A,16.67,16670
10/26/2022,50,Low OA,A,17.05,17050
10/26/2022,50,Low OA,A,17.09,17090
10/26/2022,50,Low OA,A,17.32,17320
10/26/2022,50,Low OA,A,19.49,19490
10/26/2022,50,Low OA,A,19.63,19630
10/26/2022,50,Low OA,A,20.07,20070
10/26/2022,50,Low OA,B,1.9,1900
10/26/2022,50,Low OA,B,2.51,2510
10/26/2022,50,Low OA,B,2.87,2870
10/26/2022,50,Low OA,B,2.87,2870
10/26/2022,50,Low OA,B,2.95,2950
10/26/2022,50,Low OA,B,3.22,3220
10/26/2022,50,Low OA,B,3.58,3580
10/26/2022,50,Low OA,B,3.77,3770
10/26/2022,50,Low OA,B,3.98,3980
10/26/2022,50,Low OA,B,4.09,4090
10/26/2022,50,Low OA,B,4.12,4120
10/26/2022,50,Low OA,B,4.16,4160
10/26/2022,50,Low OA,B,4.44,4440
10/26/2022,50,Low OA,B,4.5,4500
10/26/2022,50,Low OA,B,4.54,4540
10/26/2022,50,Low OA,B,4.56,4560
10/26/2022,50,Low OA,B,5.75,5750
10/26/2022,50,Low OA,B,5.86,5860
10/26/2022,50,Low OA,B,6.7,6700
10/26/2022,50,Low OA,B,6.76,6760
10/26/2022,50,Low OA,B,6.8,6800
10/26/2022,50,Low OA,B,7.15,7150
10/26/2022,50,Low OA,B,7.47,7470
10/26/2022,50,Low OA,B,7.48,7480
10/26/2022,50,Low OA,B,7.67,7670
10/26/2022,50,Low OA,B,7.78,7780
10/26/2022,50,Low OA,B,7.87,7870
10/26/2022,50,Low OA,B,8.05,8050
10/26/2022,50,Low OA,B,8.19,8190
10/26/2022,50,Low OA,B,8.6,8600
10/26/2022,50,Low OA,B,8.96,8960
10/26/2022,50,Low OA,B,9.4,9400
10/26/2022,50,Low OA,B,9.58,9580
10/26/2022,50,Low OA,B,9.59,9590
10/26/2022,50,Low OA,B,9.69,9690
10/26/2022,50,Low OA,B,9.71,9710
10/26/2022,50,Low OA,B,9.78,9780
10/26/2022,50,Low OA,B,10.18,10180
10/26/2022,50,Low OA,B,10.47,10470
10/26/2022,50,Low OA,B,10.55,10550
10/26/2022,50,Low OA,B,11.12,11120
10/26/2022,50,Low OA,B,11.21,11210
10/26/2022,50,Low OA,B,11.29,11290
10/26/2022,50,Low OA,B,11.3,11300
10/26/2022,50,Low OA,B,11.38,11380
10/26/2022,50,Low OA,B,11.77,11770
10/26/2022,50,Low OA,B,11.77,11770
10/26/2022,50,Low OA,B,11.84,11840
10/26/2022,50,Low OA,B,11.89,11890
10/26/2022,50,Low OA,B,11.93,11930
10/26/2022,50,Low OA,B,11.99,11990
10/26/2022,50,Low OA,B,12.05,12050
10/26/2022,50,Low OA,B,12.27,12270
10/26/2022,50,Low OA,B,12.28,12280
10/26/2022,50,Low OA,B,12.45,12450
10/26/2022,50,Low OA,B,12.52,12520
10/26/2022,50,Low OA,B,13.08,13080
10/26/2022,50,Low OA,B,13.63,13630
10/26/2022,50,Low OA,B,13.86,13860
10/26/2022,50,Low OA,B,13.88,13880
10/26/2022,50,Low OA,B,13.97,13970
10/26/2022,50,Low OA,B,13.98,13980
10/26/2022,50,Low OA,B,14.07,14070
10/26/2022,50,Low OA,B,14.36,14360
10/26/2022,50,Low OA,B,14.64,14640
10/26/2022,50,Low OA,B,14.64,14640
10/26/2022,50,Low OA,B,14.88,14880
10/26/2022,50,Low OA,B,14.97,14970
10/26/2022,50,Low OA,B,15,15000
10/26/2022,50,Low OA,B,15.23,15230
10/26/2022,50,Low OA,B,15.24,15240
10/26/2022,50,Low OA,B,15.3,15300
10/26/2022,50,Low OA,B,15.48,15480
10/26/2022,50,Low OA,B,15.59,15590
10/26/2022,50,Low OA,B,15.66,15660
10/26/2022,50,Low OA,B,16.03,16030
10/26/2022,50,Low OA,B,16.52,16520
10/26/2022,50,Low OA,B,17.32,17320
10/26/2022,50,Low OA,B,17.6,17600
10/26/2022,50,Low OA,B,18.54,18540
10/26/2022,50,Low OA,B,18.78,18780
10/26/2022,50,Low OA,C,1.79,1790
10/26/2022,50,Low OA,C,1.88,1880
10/26/2022,50,Low OA,C,1.9,1900
10/26/2022,50,Low OA,C,1.95,1950
10/26/2022,50,Low OA,C,2.13,2130
10/26/2022,50,Low OA,C,2.31,2310
10/26/2022,50,Low OA,C,2.43,2430
10/26/2022,50,Low OA,C,2.68,2680
10/26/2022,50,Low OA,C,3.88,3880
10/26/2022,50,Low OA,C,3.98,3980
10/26/2022,50,Low OA,C,4.5,4500
10/26/2022,50,Low OA,C,4.81,4810
10/26/2022,50,Low OA,C,5.55,5550
10/26/2022,50,Low OA,C,5.71,5710
10/26/2022,50,Low OA,C,5.73,5730
10/26/2022,50,Low OA,C,5.84,5840
10/26/2022,50,Low OA,C,5.91,5910
10/26/2022,50,Low OA,C,5.98,5980
10/26/2022,50,Low OA,C,6.01,6010
10/26/2022,50,Low OA,C,6.02,6020
10/26/2022,50,Low OA,C,6.37,6370
10/26/2022,50,Low OA,C,6.38,6380
10/26/2022,50,Low OA,C,6.6,6600
10/26/2022,50,Low OA,C,6.66,6660
10/26/2022,50,Low OA,C,6.73,6730
10/26/2022,50,Low OA,C,6.79,6790
10/26/2022,50,Low OA,C,6.88,6880
10/26/2022,50,Low OA,C,7.08,7080
10/26/2022,50,Low OA,C,7.55,7550
10/26/2022,50,Low OA,C,7.63,7630
10/26/2022,50,Low OA,C,7.65,7650
10/26/2022,50,Low OA,C,7.68,7680
10/26/2022,50,Low OA,C,8.36,8360
10/26/2022,50,Low OA,C,8.47,8470
10/26/2022,50,Low OA,C,8.59,8590
10/26/2022,50,Low OA,C,8.6,8600
10/26/2022,50,Low OA,C,8.66,8660
10/26/2022,50,Low OA,C,8.77,8770
10/26/2022,50,Low OA,C,8.83,8830
10/26/2022,50,Low OA,C,8.94,8940
10/26/2022,50,Low OA,C,9.24,9240
10/26/2022,50,Low OA,C,9.3,9300
10/26/2022,50,Low OA,C,9.54,9540
10/26/2022,50,Low OA,C,9.58,9580
10/26/2022,50,Low OA,C,9.81,9810
10/26/2022,50,Low OA,C,10.05,10050
10/26/2022,50,Low OA,C,10.1,10100
10/26/2022,50,Low OA,C,10.12,10120
10/26/2022,50,Low OA,C,10.41,10410
10/26/2022,50,Low OA,C,10.47,10470
10/26/2022,50,Low OA,C,10.63,10630
10/26/2022,50,Low OA,C,10.65,10650
10/26/2022,50,Low OA,C,10.78,10780
10/26/2022,50,Low OA,C,10.82,10820
10/26/2022,50,Low OA,C,10.84,10840
10/26/2022,50,Low OA,C,10.94,10940
10/26/2022,50,Low OA,C,11.01,11010
10/26/2022,50,Low OA,C,11.47,11470
10/26/2022,50,Low OA,C,11.63,11630
10/26/2022,50,Low OA,C,11.77,11770
10/26/2022,50,Low OA,C,11.84,11840
10/26/2022,50,Low OA,C,11.97,11970
10/26/2022,50,Low OA,C,12.08,12080
10/26/2022,50,Low OA,C,12.22,12220
10/26/2022,50,Low OA,C,12.31,12310
10/26/2022,50,Low OA,C,12.41,12410
10/26/2022,50,Low OA,C,12.69,12690
10/26/2022,50,Low OA,C,12.93,12930
10/26/2022,50,Low OA,C,13.08,13080
10/26/2022,50,Low OA,C,13.21,13210
10/26/2022,50,Low OA,C,13.29,13290
10/26/2022,50,Low OA,C,13.69,13690
10/26/2022,50,Low OA,C,13.85,13850
10/26/2022,50,Low OA,C,14.04,14040
10/26/2022,50,Low OA,C,14.1,14100
10/26/2022,50,Low OA,C,14.21,14210
10/26/2022,50,Low OA,C,14.33,14330
10/26/2022,50,Low OA,C,14.51,14510
10/26/2022,50,Low OA,C,14.57,14570
10/26/2022,50,Low OA,C,14.93,14930
10/26/2022,50,Low OA,C,15.08,15080
10/26/2022,50,Low OA,C,15.15,15150
10/26/2022,50,Low OA,C,15.33,15330
10/26/2022,50,Low OA,C,15.39,15390
10/26/2022,50,Low OA,C,15.44,15440
10/26/2022,50,Low OA,C,15.51,15510
10/26/2022,50,Low OA,C,15.75,15750
10/26/2022,50,Low OA,C,15.78,15780
10/26/2022,50,Low OA,C,15.91,15910
10/26/2022,50,Low OA,C,16.6,16600
10/26/2022,50,Low OA,C,16.6,16600
10/26/2022,50,Low OA,C,16.61,16610
10/26/2022,50,Low OA,C,16.77,16770
10/26/2022,50,Low OA,C,17.04,17040
10/26/2022,50,Low OA,C,17.27,17270
10/26/2022,50,Low OA,C,17.34,17340
10/26/2022,50,Low OA,C,17.49,17490
10/26/2022,50,Low OA,C,17.57,17570
10/26/2022,50,Low OA,C,17.64,17640
10/26/2022,50,Low OA,C,18.28,18280
10/26/2022,50,Low OA,C,18.32,18320
10/26/2022,50,Low OA,C,18.42,18420
10/26/2022,50,Moderate OA,A,3.5,3500
10/26/2022,50,Moderate OA,A,3.82,3820
10/26/2022,50,Moderate OA,A,3.92,3920
10/26/2022,50,Moderate OA,A,3.94,3940
10/26/2022,50,Moderate OA,A,4.03,4030
10/26/2022,50,Moderate OA,A,4.08,4080
10/26/2022,50,Moderate OA,A,4.09,4090
10/26/2022,50,Moderate OA,A,4.19,4190
10/26/2022,50,Moderate OA,A,4.35,4350
10/26/2022,50,Moderate OA,A,4.36,4360
10/26/2022,50,Moderate OA,A,4.37,4370
10/26/2022,50,Moderate OA,A,4.43,4430
10/26/2022,50,Moderate OA,A,4.57,4570
10/26/2022,50,Moderate OA,A,4.72,4720
10/26/2022,50,Moderate OA,A,4.76,4760
10/26/2022,50,Moderate OA,A,4.82,4820
10/26/2022,50,Moderate OA,A,4.92,4920
10/26/2022,50,Moderate OA,A,5.08,5080
10/26/2022,50,Moderate OA,A,5.19,5190
10/26/2022,50,Moderate OA,A,5.4,5400
10/26/2022,50,Moderate OA,A,5.86,5860
10/26/2022,50,Moderate OA,A,6.08,6080
10/26/2022,50,Moderate OA,A,6.22,6220
10/26/2022,50,Moderate OA,A,6.54,6540
10/26/2022,50,Moderate OA,A,6.63,6630
10/26/2022,50,Moderate OA,A,6.89,6890
10/26/2022,50,Moderate OA,A,7,7000
10/26/2022,50,Moderate OA,A,7.09,7090
10/26/2022,50,Moderate OA,A,7.11,7110
10/26/2022,50,Moderate OA,A,7.13,7130
10/26/2022,50,Moderate OA,A,7.56,7560
10/26/2022,50,Moderate OA,A,7.63,7630
10/26/2022,50,Moderate OA,A,7.7,7700
10/26/2022,50,Moderate OA,A,7.76,7760
10/26/2022,50,Moderate OA,A,7.82,7820
10/26/2022,50,Moderate OA,A,7.85,7850
10/26/2022,50,Moderate OA,A,7.9,7900
10/26/2022,50,Moderate OA,A,7.93,7930
10/26/2022,50,Moderate OA,A,7.94,7940
10/26/2022,50,Moderate OA,A,8.1,8100
10/26/2022,50,Moderate OA,A,8.1,8100
10/26/2022,50,Moderate OA,A,8.2,8200
10/26/2022,50,Moderate OA,A,8.31,8310
10/26/2022,50,Moderate OA,A,8.35,8350
10/26/2022,50,Moderate OA,A,8.38,8380
10/26/2022,50,Moderate OA,A,8.43,8430
10/26/2022,50,Moderate OA,A,8.75,8750
10/26/2022,50,Moderate OA,A,8.83,8830
10/26/2022,50,Moderate OA,A,9.04,9040
10/26/2022,50,Moderate OA,A,9.31,9310
10/26/2022,50,Moderate OA,A,9.44,9440
10/26/2022,50,Moderate OA,A,9.51,9510
10/26/2022,50,Moderate OA,A,9.58,9580
10/26/2022,50,Moderate OA,A,9.62,9620
10/26/2022,50,Moderate OA,A,9.62,9620
10/26/2022,50,Moderate OA,A,9.64,9640
10/26/2022,50,Moderate OA,A,9.75,9750
10/26/2022,50,Moderate OA,A,9.79,9790
