Date,Type,Treatment,Replicate,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_mmol_kgSW,TCO2_mmol_kgSW,pH ,pH_out,fCO2_out_matm,pCO2_out_matm,HCO3_out_mmol_kgSW,CO3_out_mmol_kgSW,CO2_out_mmol_kgSW,B_alk_out_mmol_kgSW,OH_out_mmol_kgSW,P_Alk_out_mmol_kgSW,Si_Alk_out_mmol_kgSW,Revelle_out,Wca_out,War_out_DIC_pH,xCO2_out _dry_at _1_atm_ ppm_ DIC_pH
1/11/2022,Juveniles,7.5,A,12.7,26.68,11.05,20.71,1937.38,1874.17,7.7427,7.86,574.3,576.5,1777.8,72.2,24.2,34.7,1.2,0,0,16.46,1.81,1.13,584.8
1/11/2022,Juveniles,7.5,B,12.7,26.5,10.9,20.67,1939.39,1871.16,7.7558,7.87,557,559,1773.8,73.8,23.5,35.3,1.2,0,0,16.32,1.85,1.15,567.1
1/11/2022,Juveniles,7.5,C,12.7,26.68,10.88,20.83,1935.35,1872.56,7.7441,7.86,569.5,571.6,1775.9,72.6,24,35,1.2,0,0,16.41,1.82,1.13,579.9
1/11/2022,Juveniles,7.5,D,12.7,26.58,10.95,20.69,1932.21,1872.47,7.7362,7.85,583.9,586.1,1777,70.8,24.6,34.1,1.2,0,0,16.59,1.77,1.11,594.5
1/11/2022,Juveniles,8,A,12.7,26.57,11.05,20.7,1930.65,1830.26,7.8627,7.98,418.6,420.2,1720.1,92.5,17.7,44.4,1.6,0,0,14.48,2.31,1.44,426.3
1/11/2022,Juveniles,8,B,12.6,26.44,11.02,20.53,1916.94,1819.48,7.8878,8.01,392.5,393.9,1706.5,96.4,16.6,46.2,1.7,0,0,14.14,2.41,1.51,399.6
1/11/2022,Juveniles,8,C,12.8,26.66,11.03,20.73,1936.98,1838.7,7.8728,7.99,411.2,412.7,1726,95.4,17.3,45.5,1.6,0,0,14.29,2.39,1.49,418.7
1/11/2022,Juveniles,8,D,12.7,26.67,11.04,20.75,1934.71,1834.12,7.8768,8,404.1,405.6,1721,96.1,17,46,1.7,0,0,14.21,2.4,1.5,411.5
1/12/2022,Juveniles,7,A,13.1,25.91,10.69,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,7.5,A,13.1,26.59,10.54,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,7.5,B,13.1,26.4,10.54,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,7.5,C,13.1,26.59,10.56,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,7.5,D,13.1,26.58,10.45,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,8,A,13.1,26.45,10.61,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,8,B,13.1,26.41,10.59,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,8,C,13.1,26.57,10.65,,,,,,,,,,,,,,,,,,
1/12/2022,Juveniles,8,D,13.1,26.58,10.7,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,7,A,13,26.48,10.72,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,7.5,A,13,26.95,10.57,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,7.5,B,13,26.85,10.61,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,7.5,C,12.9,26.88,10.62,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,7.5,D,13,26.93,10.57,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,8,A,13,26.85,10.75,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,8,B,12.8,26.77,10.7,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,8,C,13.1,26.92,10.6,,,,,,,,,,,,,,,,,,
1/13/2022,Juveniles,8,D,12.9,26.7,10.66,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,7,A,12.3,26.89,11.19,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,7.5,A,12.4,26.92,10.6,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,7.5,B,12.4,26.92,10.68,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,7.5,C,12.4,29.92,10.7,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,7.5,D,12.5,26.81,10.65,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,8,A,12.3,26.72,10.84,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,8,B,12.3,26.74,10.69,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,8,C,12.5,26.91,10.69,,,,,,,,,,,,,,,,,,
1/14/2022,Juveniles,8,D,12.4,26.89,10.78,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,7,A,12.4,25.05,11.18,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,7.5,A,12.4,26.36,11.01,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,7.5,B,12.3,26.49,10.88,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,7.5,C,12.3,26.5,10.87,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,7.5,D,12.4,26.5,10.91,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,8,A,12.3,26.51,11,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,8,B,12.2,26.57,10.94,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,8,C,12.4,26.45,10.97,,,,,,,,,,,,,,,,,,
1/15/2022,Juveniles,8,D,12.3,26.45,10.98,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,7,A,12.3,26.26,11.83,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,7.5,A,12.4,26.43,10.92,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,7.5,B,12.4,26.32,10.89,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,7.5,C,12.4,26.4,10.94,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,7.5,D,12.4,26.29,10.78,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,8,A,12.3,26.47,10.96,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,8,B,12.3,26.26,10.98,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,8,C,12.4,26.52,10.97,,,,,,,,,,,,,,,,,,
1/16/2022,Juveniles,8,D,12.3,26.44,11,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,7,A,12.5,23.54,10.91,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,7.5,A,12.4,24.02,10.88,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,7.5,B,12.4,23.95,10.95,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,7.5,C,12.4,23.86,10.87,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,7.5,D,12.4,23.98,10.83,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,8,A,12.4,23.91,10.93,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,8,B,12.4,24.03,10.85,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,8,C,12.4,23.85,11.02,,,,,,,,,,,,,,,,,,
1/18/2022,Juveniles,8,D,12.4,23.8,10.94,,,,,,,,,,,,,,,,,,
1/19/2022,Juveniles,7,A,12.1,26.09,11.12,21.16,1864.86,1898.59,7.5527,7.68,893.9,897.3,1813.7,46.4,38.5,22.5,0.7,0,0,18.95,1.16,0.72,909.8
1/19/2022,Juveniles,7.5,A,12,26.19,11.23,20.26,1910.19,1855.85,7.6977,7.82,629,631.4,1766.3,62.3,27.2,30.4,1,0,0,17.39,1.56,0.97,640.1
1/19/2022,Juveniles,7.5,B,12,26.2,10.91,20.53,1905.68,1857.67,7.7014,7.82,618.2,620.6,1767.4,63.5,26.7,30.9,1,0,0,17.29,1.59,0.99,629.1
1/19/2022,Juveniles,7.5,C,12,26.1,11.38,20.37,1908.47,1860.83,7.6995,7.82,626.1,628.5,1770.9,62.9,27.1,30.5,1,0,0,17.39,1.58,0.98,637.2
1/19/2022,Juveniles,7.5,D,12,26.18,11.41,20.41,1904.05,1855.57,7.6944,7.82,630.9,633.2,1766.1,62.1,27.3,30.3,1,0,0,17.41,1.56,0.97,642
1/19/2022,Juveniles,8,A,12,26.17,10.6,20.28,1903.07,1859.63,7.6995,7.82,627.2,629.6,1769.8,62.7,27.1,30.5,1,0,0,17.38,1.57,0.98,638.3
1/19/2022,Juveniles,8,B,12,26.16,10.56,20.55,1910.8,1862.2,7.6914,7.81,634.8,637.2,1772.6,62.2,27.5,30.2,1,0,0,17.45,1.56,0.97,646
1/19/2022,Juveniles,8,C,12,26.31,10.48,20.96,1902.63,1857.67,7.685,7.81,633.6,636,1768.1,62.2,27.4,30.4,1,0,0,17.4,1.56,0.97,644.7
1/19/2022,Juveniles,8,D,12,26.33,10.46,20.47,1908.82,1857.19,7.6985,7.82,623,625.4,1767.1,63.2,26.9,30.9,1,0,0,17.3,1.58,0.98,634
1/20/2022,Juveniles,7,A,13.3,26.01,10.83,,,,,,,,,,,,,,,,,,
1/20/2022,Juveniles,7.5,A,13.2,26.06,10.64,,,,,,,,,,,,,,,,,,
1/20/2022,Juveniles,7.5,B,13.2,26.06,11.1,,,,,,,,,,,,,,,,,,
1/20/2022,Juveniles,7.5,C,13.2,26.07,10.7,,,,,,,,,,,,,,,,,,
1/20/2022,Juveniles,7.5,D,13.2,26.005,10.72,,,,,,,,,,,,,,,,,,
1/20/2022,Juveniles,8,A,13.2,26.03,11.07,21.02,1923.97,1828.26,7.8253,7.94,465,466.7,1724.2,84.7,19.4,40.2,1.5,0,0,15.16,2.13,1.33,473.7
1/20/2022,Juveniles,8,B,13.3,26.06,10.94,20.93,1902.94,1825.44,7.7918,7.9,507.5,509.4,1726.2,78.2,21.1,37.4,1.4,0,0,15.71,1.96,1.22,517
1/20/2022,Juveniles,8,C,13.2,26.06,11.1,20.92,1912.49,1825.01,7.7226,7.83,598.4,600.6,1733.5,66.6,24.9,32.3,1.2,0,0,16.8,1.67,1.04,609.6
1/20/2022,Juveniles,8,D,13.2,26.06,11.03,20.9,1906.61,1818.47,7.8143,7.93,476.9,478.7,1716.7,81.9,19.9,39.2,1.5,0,0,15.34,2.06,1.28,485.9
1/21/2022,Juveniles,7,A,13.2,25.36,10.73,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,7.5,A,13.2,25.27,10.88,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,7.5,B,13.2,25.39,11.1,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,7.5,C,13.2,25.39,10.93,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,7.5,D,13.2,25.31,10.97,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,8,A,13.2,25.38,11.14,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,8,B,13.1,25.25,11.24,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,8,C,13.1,25.37,11.32,,,,,,,,,,,,,,,,,,
1/21/2022,Juveniles,8,D,13.1,25.4,11.15,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,7,A,13.7,25.67,10.77,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,7.5,A,13.4,25.9,10.73,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,7.5,B,13.4,25.99,10.88,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,7.5,C,13.4,25.91,10.79,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,7.5,D,13.4,26.02,10.8,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,8,A,13.4,25.89,11.07,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,8,B,13.5,25.97,11.02,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,8,C,13.4,26,11.1,,,,,,,,,,,,,,,,,,
1/22/2022,Juveniles,8,D,13.7,25.96,10.95,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,7,A,13.3,26.16,10.62,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,7.5,A,13.5,25.86,10.64,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,7.5,B,13.4,26.09,10.52,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,7.5,C,13.3,26.14,10.661,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,7.5,D,13.3,26.22,10.61,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,8,A,13.3,26.16,10.62,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,8,B,13.3,26.26,10.8,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,8,C,13.3,26.25,10.84,,,,,,,,,,,,,,,,,,
1/23/2022,Adults,8,D,13.3,26.25,10.86,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,7,A,13.2,26.68,10.41,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,7.5,A,13.2,26.72,10.49,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,7.5,B,13.2,26.75,10.71,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,7.5,C,13.2,26.72,10.5,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,7.5,D,13.2,26.77,10.54,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,8,A,13.2,26.66,10.67,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,8,B,13.2,26.76,10.56,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,8,C,13.2,26.73,10.7,,,,,,,,,,,,,,,,,,
1/24/2022,Adults,8,D,13.2,26.76,10.58,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,7,A,13.3,26.51,11.58,20.98,1924.36,1890.27,7.69,7.8,669.7,672.2,1797.7,64.8,27.7,30.9,1.1,0,0,17.24,1.62,1.01,682.3
1/25/2022,Adults,7.5,A,13.3,26.48,10.49,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,7.5,B,13.3,26.53,10.52,20.55,1919.52,1867.39,7.7683,7.87,554.8,556.8,1768.6,75.8,23,36.1,1.3,0,0,16.1,1.9,1.19,565.2
1/25/2022,Adults,7.5,C,13.3,26.52,10.61,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,7.5,D,13.3,26.5,10.29,20.42,1921.21,1865.71,7.7596,7.86,568.9,571,1768.3,73.8,23.6,35.2,1.3,0,0,16.27,1.85,1.16,579.6
1/25/2022,Adults,7.5,E,13.3,26.54,10.72,20.15,1917.12,1864.2,7.768,7.87,562,564,1766.3,74.6,23.3,35.7,1.3,0,0,16.18,1.87,1.17,572.5
1/25/2022,Adults,7.5,F,13.3,26.5,10.74,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,7.5,G,13.3,26.46,10.76,21.21,1923.66,1871.25,7.7531,7.87,564.2,566.3,1773.1,74.8,23.4,35.5,1.3,0,0,16.22,1.87,1.17,574.8
1/25/2022,Adults,7.5,H,13.4,26.47,10.69,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,8,A,13.2,26.23,10.91,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,8,B,13.2,26.52,10.72,20.92,1918.13,1833.08,7.8644,7.98,423.2,424.8,1721.8,93.7,17.6,44.6,1.7,0,0,14.4,2.35,1.47,431.1
1/25/2022,Adults,8,C,13.3,26.52,10.79,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,8,D,13.3,26.51,10.74,20.26,1902.21,1823.29,7.8769,7.98,419.8,421.4,1712.1,93.8,17.4,44.8,1.7,0,0,14.34,2.35,1.47,427.7
1/25/2022,Adults,8,E,13.4,26.51,11.03,20.93,1914.39,1832.49,7.8612,7.97,429.8,431.4,1721.7,93.1,17.7,44.2,1.7,0,0,14.44,2.33,1.46,438
1/25/2022,Adults,8,F,13.4,26.54,11.04,,,,,,,,,,,,,,,,,,
1/25/2022,Adults,8,G,13.4,26.55,10.92,20.71,1916.38,1836.77,7.8644,7.97,430.7,432.3,1725.6,93.4,17.8,44.3,1.7,0,0,14.44,2.34,1.46,438.9
1/25/2022,Adults,8,H,13.4,26.55,10.95,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7,A,13.5,26.71,10.3,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,A,13.3,26.81,10.55,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,B,13.3,26.8,10.55,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,C,13.3,26.82,10.62,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,D,13.3,26.82,10.34,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,E,13.2,26.94,10.64,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,F,13.2,26.84,10.68,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,G,13.2,26.8,10.62,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,7.5,H,13.2,26.87,10.62,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,A,13.3,26.81,10.9,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,B,13.2,26.83,10.85,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,C,13.3,26.86,10.75,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,D,13.2,26.83,10.82,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,E,13.2,26.78,11.12,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,F,13.2,26.9,11.37,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,G,13.2,26.8,11.04,,,,,,,,,,,,,,,,,,
1/26/2022,Adults,8,H,13.2,26.8,11.25,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,7,A,13.3,26.87,10.49,20.94,1915.21,1887.96,7.7541,7.87,571.2,573.3,1788.5,75.8,23.6,36.1,1.3,0,0,16.16,1.9,1.19,581.9
1/27/2022,Adults,7.5,A,13.3,26.93,10.94,21,1919.82,1876.22,7.7552,7.87,564.6,566.7,1777.1,75.8,23.3,36.4,1.3,0,0,16.08,1.89,1.19,575.2
1/27/2022,Adults,7.5,B,13.3,26.89,10.56,21.09,1911.72,1872.26,7.7567,7.87,559.7,561.8,1773.1,76.1,23.1,36.5,1.3,0,0,16.04,1.9,1.19,570.3
1/27/2022,Adults,7.5,C,13.3,26.9,10.76,20.93,1935.26,1881.31,7.7513,7.86,573.1,575.2,1782.6,75.1,23.7,35.9,1.3,0,0,16.18,1.88,1.17,583.9
1/27/2022,Adults,7.5,D,13.3,26.89,10.75,20.82,1915.99,1876.9,7.7452,7.85,582.7,584.8,1779.3,73.6,24.1,35.3,1.3,0,0,16.3,1.84,1.15,593.6
1/27/2022,Adults,7.5,E,13.3,26.87,10.67,20.82,1923.08,1843.84,7.8584,7.97,434,435.6,1732.3,93.6,17.9,44.7,1.7,0,0,14.42,2.34,1.46,442.1
1/27/2022,Adults,7.5,F,13.3,26.89,10.69,20.95,1924.18,1836.35,7.8617,7.98,426.9,428.5,1724.5,94.3,17.6,45.1,1.7,0,0,14.34,2.36,1.47,434.9
1/27/2022,Adults,7.5,G,13.2,26.94,10.64,21.07,1927.56,1848.74,7.8413,7.96,447.8,449.5,1739.2,91,18.6,43.5,1.6,0,0,14.65,2.28,1.42,456.2
1/27/2022,Adults,7.5,H,13.2,26.88,10.66,20.89,1926.45,1846.45,7.8481,7.96,442.9,444.6,1736.4,91.7,18.4,43.8,1.6,0,0,14.59,2.29,1.43,451.2
1/27/2022,Adults,8,A,13.3,26.88,10.81,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,B,13.3,26.9,10.86,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,C,13.3,26.85,10.67,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,D,13.3,26.9,10.83,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,E,13.2,26.9,10.71,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,F,13.2,26.88,10.94,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,G,13.2,26.9,10.79,,,,,,,,,,,,,,,,,,
1/27/2022,Adults,8,H,13.2,26.85,11.09,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7,A,13.1,25.92,10.44,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,A,13.3,26.47,10.8,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,B,13.3,26.47,10.8,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,C,13.3,26.49,10.86,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,D,13.3,26.48,10.8,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,E,13.1,26.52,10.87,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,F,13.2,26.49,10.86,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,G,13.2,26.48,11.05,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,7.5,H,13.3,26.51,11.26,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,A,13.3,26.19,10.74,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,B,13.3,26.22,10.91,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,C,13.3,26.45,10.9,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,D,13.3,26.47,10.88,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,E,13.2,26.5,11.07,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,F,13.1,26.37,11.07,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,G,13.2,26.53,11.08,,,,,,,,,,,,,,,,,,
1/28/2022,Adults,8,H,13.2,26.52,11.09,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7,A,13.4,26.74,10.25,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,A,13.5,26.73,10.41,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,B,13.5,26.29,10.7,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,C,13.5,26.66,10.77,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,D,13.5,26.74,10.65,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,E,13.4,26.73,10.67,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,F,13.4,26.7,10.7,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,G,13.4,26.72,10.58,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,7.5,H,13.4,26.71,10.77,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,A,13.4,26.65,10.82,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,B,13.4,26.33,10.93,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,C,13.5,26.74,10.86,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,D,13.5,26.79,10.71,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,E,13.4,26.71,10.82,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,F,13.4,26.77,10.77,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,G,13.4,26.54,10.72,,,,,,,,,,,,,,,,,,
1/30/2022,Adults,8,H,13.4,26.72,11.33,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7,A,13.5,25.45,10.57,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,A,13.4,25.87,10.61,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,B,13.4,25.92,11.01,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,C,13.4,25.89,10.99,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,D,13.4,25.91,10.7,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,E,13.2,25.95,11.14,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,F,13.2,25.97,11.32,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,G,13.2,25.94,11.06,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,7.5,H,13.2,25.96,11.06,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,A,13.3,25.91,11.15,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,B,13.3,25.84,11.08,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,C,13.4,25.88,10.95,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,D,13.4,25.88,10.92,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,E,13.2,25.9,11.29,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,F,13.2,25.94,11.28,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,G,13.2,25.92,11.22,,,,,,,,,,,,,,,,,,
1/31/2022,Adults,8,H,13.2,25.96,11.36,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,7,A,13.7,26.16,9.6,21.12,1930.14,1873.89,7.7283,7.84,613.6,615.9,1778.7,70.1,25.1,33,1.2,0,0,16.71,1.76,1.1,625.4
2/1/2022,Adults,7.5,A,13.7,25.93,10.45,21.01,1904.42,1860.76,7.7482,7.85,583.9,586,1764.7,72.1,24,33.9,1.3,0,0,16.48,1.81,1.13,595.1
2/1/2022,Adults,7.5,B,13.7,26.17,10.3,21.31,1927.51,1860.89,7.7538,7.86,568.8,570.9,1763.3,74.3,23.3,35.1,1.3,0,0,16.24,1.87,1.16,579.7
2/1/2022,Adults,7.5,C,13.7,26.2,10.37,21.1,1821.17,1875.58,7.6989,7.8,665.2,667.6,1782.9,65.6,27.1,31,1.2,0,0,17.11,1.65,1.03,678.1
2/1/2022,Adults,7.5,D,13.7,26.23,10.37,21.13,1919.88,1868.18,7.7041,7.81,656.4,658.8,1775.4,66.2,26.6,31.3,1.2,0,0,17.02,1.66,1.04,669.2
2/1/2022,Adults,7.5,E,13.9,26.22,10.66,21.26,1904.59,1812.96,7.8554,7.97,431.8,433.4,1704.5,90.7,17.8,42.9,1.7,0,0,14.58,2.28,1.42,440.1
2/1/2022,Adults,7.5,F,13.9,26.19,10.91,21.13,1921.06,1815.36,7.8582,7.97,432.1,433.6,1705.9,91.8,17.7,43.7,1.7,0,0,14.46,2.3,1.44,440.4
2/1/2022,Adults,7.5,G,14,26.18,10.58,21.25,1918.28,1814.8,7.8758,7.99,412.1,413.6,1702.2,95.7,16.9,45.3,1.8,0,0,14.17,2.4,1.5,420
2/1/2022,Adults,7.5,H,14,26.24,10.95,20.93,1925.18,1816.96,7.8786,7.99,414.4,415.9,1704.5,95.5,17,45.2,1.8,0,0,14.2,2.4,1.5,422.3
2/1/2022,Adults,8,A,13.6,26,10.65,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,B,13.7,26.31,10.48,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,C,13.6,26.26,10.79,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,D,13.6,26.3,10.79,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,E,13.7,26.25,10.93,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,F,13.9,26.2,10.61,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,G,13.7,26.28,10.89,,,,,,,,,,,,,,,,,,
2/1/2022,Adults,8,H,13.7,26.25,10.91,,,,,,,,,,,,,,,,,,
2/2/2022,Adults,7,A,13.5,26.35,10.77,,,,,,,,,,,,,,,,,,
2/2/2022,Adults,7.5,A,13.6,26.44,10.49,,,,,,,,,,,,,,,,,,
2/2/2022,Adults,7.5,B,13.5,26.41,10.88,,,,,,,,,,,,,,,,,,
2/2/2022,Adults,7.5,C,13.5,26.44,10.58,,,,,,,,,,,,,,,,,,
2/2/2022,Adults,7.5,D,13.6,26.39,10.92,,,,,,,,,,,,,,,,,,
